kod;date;balance
00003862;2021-12-01;0.0
00003864;2021-12-01;0.0
00003865;2021-12-01;0.0
00003866;2021-12-01;0.0
00003867;2021-12-01;0.0
00003868;2021-12-01;0.0
00003869;2021-12-01;0.0
00003870;2021-12-01;0.0
00003871;2021-12-01;0.0
00003872;2021-12-01;0.0
00003873;2021-12-01;0.0
00003874;2021-12-01;0.0
00003875;2021-12-01;0.0
00003876;2021-12-01;0.0
00003877;2021-12-01;0.0
00003878;2021-12-01;0.0
00003879;2021-12-01;0.0
00003880;2021-12-01;0.0
00003881;2021-12-01;0.0
00003882;2021-12-01;0.0
00003883;2021-12-01;0.0
00003884;2021-12-01;0.0
00003885;2021-12-01;0.0
00003886;2021-12-01;0.0
00003887;2021-12-01;0.0
00003888;2021-12-01;0.0
00003889;2021-12-01;0.0
00003890;2021-12-01;0.0
00003891;2021-12-01;0.0
00003892;2021-12-01;0.0
00003893;2021-12-01;0.0
00003894;2021-12-01;0.0
00003895;2021-12-01;0.0
00003896;2021-12-01;0.0
00003897;2021-12-01;0.0
00003898;2021-12-01;0.0
00003899;2021-12-01;0.0
00003900;2021-12-01;0.0
00003901;2021-12-01;0.0
00003902;2021-12-01;0.0
00003903;2021-12-01;0.0
00003904;2021-12-01;0.0
00003905;2021-12-01;0.0
00003906;2021-12-01;0.0
00003907;2021-12-01;0.0
00003908;2021-12-01;0.0
00003910;2021-12-01;0.0
00003911;2021-12-01;0.0
00003912;2021-12-01;0.0
00003913;2021-12-01;0.0
00003914;2021-12-01;0.0
00003915;2021-12-01;0.0
00003916;2021-12-01;0.0
00003917;2021-12-01;0.0
00003918;2021-12-01;0.0
00003919;2021-12-01;0.0
00003920;2021-12-01;0.0
00003921;2021-12-01;0.0
00003922;2021-12-01;0.0
00003923;2021-12-01;0.0
00003925;2021-12-01;0.0
00003926;2021-12-01;0.0
00003927;2021-12-01;0.0
00003928;2021-12-01;0.0
00003929;2021-12-01;0.0
00003930;2021-12-01;0.0
00003932;2021-12-01;0.0
00003934;2021-12-01;0.0
00003935;2021-12-01;0.0
