kod;artikul;proizvoditel;edizm;datasozdanija;roditel;osnsklad;zakazy_sklad;tsenazakup;tsenarozn;gruppa_analogov;type_detail
00003779;AMDFL117;AMD;шт;2022-09-19;Запчасти для ТО;1;0;342.0;710.0;T3Q7PJURH6;фильтр коробку коробкуавтомат
00003780;AMDEL268;AMD;шт;2022-09-19;Генератор и комплектующие;1;0;10651.0;13850.0;IWQFAMTXML;генератор
00003781;77B0132K;Masterkit;компл;2022-09-19;Газораспределительный механизм (ГРМ);0;0;0.0;22450.0;WK84M9ZX49;цепь двигателя грм
00003782;GV0196;CTR;шт;2022-09-19;Передняя подвеска;2;0;336.0;510.0;Y4JJX23IKW;сайлентблок рычага
00003783;EAF00144T;Mando;шт;2022-09-19;Запчасти для ТО;0;0;585.26;940.0;8VQ75MWN10;фильтр воздушный
00003784;5L0853833B;0;шт;2022-09-19;0;0;0;567.0;570.0;;спойлер заднего подкрылка
00003785;EX6613203730;Mando;шт;2022-09-19;Передняя подвеска;4;0;1280.5;2580.0;0WVQ6YOL9A;амортизатор передний масляный
00003786;GA0005L;CTR;шт;2022-09-20;Передняя подвеска;1;0;949.0;1910.0;DRX0A3H8OW;опора передней стойки
00003787;GA0005R;CTR;шт;2022-09-20;Передняя подвеска;1;0;949.0;1910.0;4LCEEDMKCY;опора передней стойки
00003788;MBA010513;Mando;шт;2022-09-20;Датчики ABS;0;0;1674.66;2650.0;B4FH3H5U03;датчик
00003790;DCC000295;Mando;шт;2022-09-21;Рулевое управление;0;0;154.85;300.0;13AQ8VF1TA;втулка звёздочка рулевой рейки
00003791;972273E000d;DOOWON;шт;2022-09-21;Климатическая система;0;0;2806.72;4290.0;ISEKNVEZRS;радиатор печки водительской
00003792;581624H000t;TYB;шт;2022-09-21;Тормозная система;0;0;190.94;320.0;Z793ZS5D8W;направляющий стержень скобы суппорта передний
00003793;MBA010469;Mando;шт;2022-09-21;Датчики ABS;0;0;1378.95;2650.0;XI7E36QD7E;датчик
00003794;MAF089;Mando;шт;2022-09-21;Запчасти для ТО;1;0;633.05;1000.0;OKTEH90ECG;фильтр воздушный
00003795;EEOK0003Y;Mando;шт;2022-09-21;Запчасти для ТО;7;0;423.53;700.0;EVSX7REANV;фильтр масляный
00003796;431343A000;HyundaiKia;шт;2022-09-22;Коробка передач;0;0;183.52;370.0;;сальник коробки
00003797;13532247156;BMW;шт;2022-09-22;0;0;0;644.87;645.0;;шайба
00003798;32010X;TORQUE;шт;2022-09-22;Ступица;3;0;973.0;1400.0;T9W01CCWAZ;подшипник ступицы
00003800;L12805;Lynx;шт;2022-09-23;Лампы;66;0;12.6;30.0;GOE64WJJ6B;лампа бц габаритов
00003801;495002E250;HyundaiKia;шт;2022-09-23;Привода, шрусы;0;0;26459.0;33000.0;;привод
00003802;E107992;S-OIL 7;л;2022-09-23;Масла и тех. жидкости;42;0;451.95;800.0;;масло трансмиссионное
00003803;E107982;S-OIL 7;л;2022-09-23;Масла и тех. жидкости;38;0;582.89;950.0;;масло трансмиссионное
00003804;1437185;FORD;шт;2022-09-23;Отделка;0;0;983.61;985.0;;клипса
00003805;223214A000n;Mac;шт;2022-09-26;Головка блока цилиндров (ГБЦ) и комплектующие;0;0;246.4;390.0;CLLQRDART5;болт головки блока
00003806;D2183MH;0;компл;2022-09-26;0;0;0;1332.0;1335.0;;колодки тормозные передний
00003807;PF1189;0;шт;2022-09-26;0;0;0;378.75;380.0;;фильтр воздушный
00003808;AFC1080;0;шт;2022-09-26;0;0;1;293.0;300.0;;фильтр воздушный салонный
00003809;CBH245;Car-Dex;шт;2022-09-26;Задняя подвеска;1;0;349.0;560.0;KFVWTAQEIF;сайлентблок рычага
00003810;OS3509;Vernet;шт;2022-09-26;Датчики двигателя, коробки;1;0;225.49;390.0;V65NFK1ID4;датчик давления масла
00003811;P250031KOR;Patron;шт;2022-09-26;Генератор и комплектующие;1;0;914.51;1190.0;01IMWN4VA2;релерегулятор генератора
00003812;P190020;Patron;шт;2022-09-26;Омыватель;1;0;504.54;770.0;2DA1V90PK5;электронасос бачка омывателя
00003813;6206DDUCM;NSK;шт;2022-09-26;Промежуточный вал;3;0;402.45;670.0;;подшипник промежуточного вала
00003814;IJ231004;Iljin;шт;2022-09-27;Ступица;2;0;3600.0;5130.0;7LLZ8SIVYM;подшипник ступицы
00003815;KRB029;Kortex;шт;2022-09-27;Передняя подвеска;2;0;410.0;660.0;ZFRCA8Z6YK;пыльник амортизатора передний
00003816;ZVL1444;ZZVF;шт;2022-09-27;Задняя подвеска;5;0;301.34;530.0;9JXGG3RFKG;болтэксцентрик нижнего рычага задний
00003817;3034005001n;Geunyoung;шт;2022-09-27;Сцепление;0;0;661.0;1350.0;84E7U8GTZJ;вилка выжимного подшипника
00003819;PB7124;Lynx;шт;2022-09-29;Ремни агрегатов, ролики, натяжители, кронштейны;2;0;1483.0;2270.0;XREN2YLDSM;ролик ремня генератора
00003820;04E129620A;0;шт;2022-09-29;0;0;0;274.0;275.0;;фильтр воздушный
00003821;AFW1294;0;шт;2022-09-29;0;0;0;212.0;275.0;;фильтр воздушный салонный
00003822;P370203;0;шт;2022-09-30;0;0;0;9.0;10.0;;клипса
00003823;AFOS126;Miles;шт;2022-10-03;Запчасти для ТО;0;0;231.0;350.0;IXBOHCOFDW;фильтр масляный
00003824;EBT20003K;Mando;шт;2022-10-03;Газораспределительный механизм (ГРМ);0;0;1364.1;2090.0;NDK3FBMYLN;ролик ремня грм
00003826;1274H100LOWF;Febest;шт;2022-10-04;Тормозная система;0;0;310.0;500.0;K8EZU0L1ZT;направляющий стержень скобы суппорта передний
00003827;CHD008;PARTS MALL;шт;2022-10-04;Система охлаждения;0;0;510.0;660.0;9MREANBR85;патрубок радиатора термостату
00003828;EWTH00011H;Mando;компл;2022-10-04;Провода;0;0;1571.0;2400.0;2S02QY1AVD;провод высокого напряжения
00003829;04E115561H;Azumi;шт;2022-10-04;0;0;0;392.0;400.0;;фильтр масляный
00003830;11128515732;BMW;шт;2022-10-05;0;0;0;2903.12;2905.0;;прокладка крышки клапанов
00003831;KOS036;KOS;шт;2022-10-05;Блок цилиндров;2;0;384.72;710.0;BSNWOI5NS2;сальник коленвала задний коренной
00003832;ARG323381;Arirang;шт;2022-10-05;Запчасти для ТО;1;0;720.4;1090.0;1IIAFZECJ5;фильтр топливный
00003833;223112GGB0n;0;шт;2022-10-05;Сальники и прокладки двигателя;0;0;1914.0;2570.0;IDMJBOJ2V2;прокладка головки блока
00003834;KS27310270G;DYG;компл;2022-10-06;Сальники и прокладки двигателя;1;0;4033.12;5800.0;;набор прокладок на двигатель
00003835;234104X940;HyundaiKia;шт;2022-10-06;Шатунно-поршневая группа;0;0;10556.4;15000.0;;поршень
00003836;6307ZZCM;NSK;шт;2022-10-07;Коробка передач;7;0;399.0;1400.0;JSW7NVJ4R5;подшипник коробки
00003837;USKYET011;0;шт;2022-10-10;0;0;0;1915.0;1930.0;;амортизатор капота
00003838;539440;Elring;шт;2022-10-10;Сальники и прокладки двигателя;1;0;1318.0;2020.0;GC1CXZEHU4;прокладка крышки клапанов
00003839;FP26010;Mann;шт;2022-10-10;0;0;0;1905.69;1910.0;;фильтр воздушный салонный
00003840;OG215HQ;Goodwill;шт;2022-10-11;Запчасти для ТО;1;0;267.0;450.0;CFSC5PHY95;фильтр масляный
00003842;285214X900d;DYG;шт;2022-10-12;Сальники и прокладки двигателя;1;0;344.3;560.0;TYOLTV1J12;прокладка коллектора выпуск
00003843;PLS2521;Patron;шт;2022-10-12;Лампы;5;0;14.62;40.0;NVWSFK4032;лампа
00003844;-;0;шт;2022-10-12;Масла и тех. жидкости;0;0;2378.2;2480.0;;смазочные материалы
00003846;6204DDU;NSK;шт;2022-10-12;Ступица;2;0;210.0;390.0;BZEXACOM4O;подшипник ступицы
00003847;YSF8101;F-I;шт;2022-10-12;Запчасти для ТО;7;0;1190.0;3060.0;874HCG9JTL;фильтр топливный грубой очистки
00003848;V32014L;JETT;шт;2022-10-12;Передняя подвеска;0;0;2560.0;3000.0;;амортизатор передний масляный
00003849;V32014R;JETT;шт;2022-10-12;Передняя подвеска;0;0;2560.0;3000.0;;амортизатор передний масляный
00003850;AMDFF719;AMD;шт;2022-10-13;Запчасти для ТО;1;0;791.25;1260.0;OHHP7SH15M;фильтр топливный
00003852;DSA020318;Mando;шт;2022-10-17;Рулевое управление;0;0;875.8;1360.0;2X9RIBSNBY;тяга рулевой рейки
00003854;-;Starline;шт;2022-10-18;Автосигнализация и комплектующие;0;0;335.0;650.0;;автосигнализация электропривод проводной
00003855;CB0223;CTR;шт;2022-10-19;Передняя подвеска;3;0;1250.42;2030.0;;шаровая опора рычага
00003856;PP905;Filtron;шт;2022-10-20;Запчасти для ТО;0;0;514.0;670.0;FH5ORF4B7S;фильтр топливный
00003857;EFF00218T;Mando;шт;2022-10-20;Запчасти для ТО;1;0;1481.63;2530.0;Y7H7B93REK;фильтр топливный
00003930;-;0;шт;2022-11-03;Нераспределено;0;0;70.0;120.0;;болт
00003858;PS5062;Patron;шт;2022-10-20;Передняя подвеска;0;0;855.86;1750.0;BVI9EDSZAN;рычаг передний
00003859;812624800;Reinz;шт;2022-10-20;Сальники и прокладки двигателя;1;0;531.48;580.0;69C0CKZTWC;сальник коленвала передний лобовой
00003860;00003860;0;шт;2022-10-20;Предохранители;0;0;40.0;120.0;8FU9VSGCSJ;предохранитель силовой мини свечей накала
00003861;PBC012;PARTS MALL;шт;2022-10-21;Запчасти для ТО;3;0;189.33;340.0;GNEY9TMT4P;фильтр масляный
00003862;CQKH92R;CTR;шт;2022-10-21;Передняя подвеска;0;0;3499.0;5500.0;;рычаг передний
00003863;957602T002;HyundaiKia;шт;2022-10-21;Электрика;0;0;0.0;0.0;;камера заднего вида
00003864;PAA082;PARTS MALL;шт;2022-10-21;Запчасти для ТО;4;0;376.0;580.0;2E8EAWZJ6B;фильтр воздушный
00003865;E108298;S-OIL 7;л;2022-10-21;Масла и тех. жидкости;241;0;427.5;750.0;;масло моторное
00003866;473523B800;HyundaiKia;шт;2022-10-21;Раздатка;0;0;498.42;890.0;;сальник раздатки
00003867;473763B800;HyundaiKia;шт;2022-10-21;Раздатка;5;0;651.03;1000.0;;сальник раздатки
00003868;264004A701;HyundaiKia;шт;2022-10-21;Радиатор масляный;0;0;15965.0;23000.0;;теплообменник
00003869;58738H0000;HyundaiKia;шт;2022-10-22;Тормозная система;2;0;2110.08;3540.0;;шланг тормозной задний
00003870;550355;ERA;шт;2022-10-24;Датчики двигателя, коробки;0;0;823.0;1190.0;VV5L5R68RB;датчик положения коленвала
00003871;-;0;шт;2022-10-24;Нераспределено;28;0;0.0;250.0;;тара
00003872;PSA339030;Patron;шт;2022-10-24;Передняя подвеска;0;1;1776.88;5100.0;T0XKKD3MC3;амортизатор передний масляный
00003873;PSA339029;Patron;шт;2022-10-24;Передняя подвеска;0;1;2656.01;5100.0;NFFWMUZ62J;амортизатор передний масляный
00003874;FA179;FORTECH;шт;2022-10-24;Запчасти для ТО;8;0;262.2;470.0;GWCA0ZK6QF;фильтр воздушный
00003875;0K55110281;HyundaiKia;шт;2022-10-24;Головка блока цилиндров (ГБЦ) и комплектующие;8;0;293.0;530.0;;направляющие втулки клапанов
00003876;CQ0206R;CTR;шт;2022-10-25;Передняя подвеска;0;0;2501.0;4730.0;499WZJFP5N;рычаг передний
00003877;541204A200;HyundaiKia;шт;2022-10-25;Передняя подвеска;0;0;3602.4;9800.0;;торсион
00003878;RR189;Autogur;шт;2022-10-25;Топливная система;16;0;18.4;50.0;2THLPPX04S;уплкольцо форсунки
00003879;AMDSEN558;AMD;шт;2022-10-25;Датчики двигателя, коробки;0;0;664.23;1100.0;IXPZR3BIPF;датчик положения коленвала
00003880;597601R000n;Infac;шт;2022-10-25;Тормозная система;1;0;1318.26;2350.0;9IEO51RC4R;трос ручного тормоза
00003881;597701R000n;Infac;шт;2022-10-25;Тормозная система;1;0;1464.98;2350.0;5PK5P23QQY;трос ручного тормоза
00003882;96611458;General Motors;компл;2022-10-25;Шатунно-поршневая группа;0;0;933.66;1400.0;;кольца поршневые
00003883;49106050;Teikin;шт;2022-10-25;Шатунно-поршневая группа;0;0;1789.24;2700.0;;поршень
00003884;KHR011;Kormax;компл;2022-10-26;Шатунно-поршневая группа;0;0;919.36;2650.0;;кольца поршневые
00003885;R3501A;Taiho;компл;2022-10-26;Шатунно-поршневая группа;0;0;1350.0;2000.0;CMS74EPZR3;вкладыши шатунные
00003886;243552G500;HyundaiKia;шт;2022-10-26;Газораспределительный механизм (ГРМ);0;0;2768.78;4800.0;;клапан изменения фаз грм
00003887;96286490;DONG YANG;шт;2022-10-26;Шатунно-поршневая группа;0;0;1200.0;1500.0;;поршень
00003888;16011302;POLEURETAN;шт;2022-10-26;Задняя подвеска;2;0;227.89;390.0;7V1AKCMAYW;втулка поперечного стабилизатора задний
00003889;P1LA013;PARTS MALL;шт;2022-10-26;Сальники и прокладки двигателя;1;0;74.35;140.0;U5M4JF23H2;прокладка коллектора впуск
00003890;AE0377E;Corteco;шт;2022-10-26;Трамблер и комплектующие;0;0;265.0;425.0;;сальник
00003891;HCZC013E;PARTS MALL;шт;2022-10-26;Головка блока цилиндров (ГБЦ) и комплектующие;5;0;201.43;360.0;367FSWAEH0;клапан двс выпуск
00003892;PLH81235;Patron;шт;2022-10-26;Лампы;6;0;318.5;510.0;G3NIMU8ZWF;лампа
00003932;6641420780n;DYG;шт;2022-11-04;Сальники и прокладки двигателя;1;0;337.7;570.0;CI941WI7II;прокладка коллектора выпуск
ЦБ001302;0R2411130XB;0;шт;2021-12-31;Шатунно-поршневая группа;0;0;2170.0;5000.0;;коленвал
00003893;SGAB010Z;Febest;шт;2022-10-26;Задняя подвеска;1;0;713.0;1240.0;C0AX7Z657B;сайлентблок
00003894;FO7242;BM-Motorsport;шт;2022-10-26;Запчасти для ТО;1;0;180.0;260.0;7JJVGX55QY;фильтр масляный
00003895;A51200;Mando;шт;2022-10-27;Передняя подвеска;2;0;2606.59;4800.0;RW0744DXE5;амортизатор передний масляный
00003896;0B3C710602Bn;KOS;шт;2022-10-27;Сальники и прокладки двигателя;0;0;300.0;450.0;BF5V6PHN76;сальник коленвала передний лобовой
00003897;KOS083;KOS;шт;2022-10-27;Сальники и прокладки двигателя;0;0;142.5;230.0;SL5VZV3LPY;сальник распредвала
00003898;PSA333516;Patron;шт;2022-10-27;Передняя подвеска;1;0;2005.64;5100.0;RTKQ1VWT9X;амортизатор передний масляный
00003899;PSA348007;Patron;шт;2022-10-27;Задняя подвеска;0;0;1296.75;2300.0;QJXV1Z5GJK;амортизатор задний
00003900;HN3673A;UTM;шт;2022-10-27;Генератор и комплектующие;0;0;191.6;440.0;BSICE3TWQI;щеточный узел генератора
00003901;PF2480KOR;Patron;шт;2022-10-28;Запчасти для ТО;5;0;363.16;750.0;UEZPS0IU83;фильтр воздушный салонный
00003902;CHH097;Car-Dex;шт;2022-10-28;Система охлаждения;0;0;560.0;900.0;GW20LIVJOS;патрубок радиатора
00003903;96464000;Daewoo;шт;2022-10-31;Свеча зажигания;0;0;285.0;500.0;NIHM8A7DSH;свеча зажигания
00003904;GIP06035;GANZ;шт;2022-10-31;Лампы;22;0;12.7;30.0;SDZILYJI1Q;лампа цоколем конт белая
00003905;KAC1043;Kortex;шт;2022-10-31;Задняя подвеска;0;0;744.0;1000.0;25MUJ8O6EN;опора задней стойки
00003906;MB137STS22;Mando;шт;2022-10-31;Газораспределительный механизм (ГРМ);0;0;1109.0;2010.0;3R21HADEKC;ремень грм
00003907;TO4801R;VTR;шт;2022-10-31;Задняя подвеска;2;0;594.94;930.0;1DLED3VG9G;сайлентблок
00003908;SGAB015;Febest;шт;2022-10-31;Передняя подвеска;0;0;424.0;680.0;A6JMQUK8T8;сайлентблок рычага
00003910;AS801039L;Arirang;шт;2022-11-01;Датчики ABS;1;0;904.59;1540.0;YKY8YD5YD3;датчик
00003911;HD146;Valeo PHC;шт;2022-11-01;Сцепление;1;0;3249.9;5860.0;RT4NG83NRK;диск сцепления
00003912;HDC111;Valeo PHC;шт;2022-11-01;Сцепление;0;0;3980.2;6720.0;QVSHPSQZ4D;корзина сцепления
00003913;2541126400;Geunyoung;шт;2022-11-01;Система охлаждения;0;0;311.24;500.0;;патрубок радиатора
00003914;ACY0710;ACQ;шт;2022-11-01;Топливная система;1;0;1094.0;1670.0;36IVT8JKH5;подкачка топливного фильтра
00003915;918204A000;HyundaiKia;шт;2022-11-01;Предохранители;4;0;144.85;290.0;;предохранитель силовой мини
00003916;D8210;Autofren;шт;2022-11-01;Привода, шрусы;2;0;363.02;580.0;RXNCJPWCUG;пыльник гранаты привода внутренний
00003917;PC2044;Lynx;шт;2022-11-01;Привода, шрусы;1;0;563.0;860.0;KUTXW8ALJO;пыльник гранаты привода наружный
00003918;HC971382E150;HCC;шт;2022-11-01;Климатическая система;0;0;2787.64;4100.0;MS6E3NN1FW;радиатор печки водительской
00003919;DCC020387;Mando;шт;2022-11-01;Вакуумная система;4;0;583.17;900.0;N730ERNCJP;шланг вакуумного насоса генератора
00003920;PFCN005;PARTS MALL;компл;2022-11-01;Сальники и прокладки двигателя;1;0;1804.0;2510.0;;набор прокладок на двигатель
00003921;CT910;ContiTech;шт;2022-11-01;Газораспределительный механизм (ГРМ);0;0;1219.0;1870.0;HNIHNPI5PR;ремень грм
00003922;96659201k;General Motors;компл;2022-11-02;Шатунно-поршневая группа;0;0;160.55;300.0;MK34PN2ZE1;полукольца коленвала
00003923;42042;TPR;компл;2022-11-02;Шатунно-поршневая группа;0;0;4147.05;5950.0;5CTJWLTYCY;кольца поршневые
00003925;545013E200n;Noname;шт;2022-11-03;Гайки;13;0;61.2;125.0;VE5EAVWZOO;гайка болтаэксцентрика рычага
00003926;EFF00001T;Mando;шт;2022-11-03;Запчасти для ТО;2;0;276.0;700.0;2AZ4BFHZW2;фильтр топливный
00003927;1720160021d;DYG;шт;2022-11-03;Сальники и прокладки двигателя;1;0;914.47;1400.0;9LWDT1UT90;прокладка крышки клапанов
00003928;PSA333517;Patron;шт;2022-11-03;Передняя подвеска;1;0;2005.64;5100.0;H14TIIEVSR;амортизатор передний масляный
00003929;MRKBCV5W;Febest;шт;2022-11-03;Рулевое управление;0;0;449.0;790.0;S94KYLLZEE;пыльник рулевой рейки
00003934;0135826132n;TYB;шт;2022-11-07;Шпильки;5;0;116.33;260.0;R0EGR47LTN;шпилька колесная без гайки
00003935;934903R311;HyundaiKia;шт;2022-11-07;Замок зажигания;0;0;3589.84;5000.0;;контактная группа рулевой колонки
