kod;artikul;proizvoditel;edizm;datasozdanija;roditel;osnsklad;zakazy_sklad;tsenazakup;tsenarozn;gruppa_analogov;type_detail
00003330;HG40000;Autowelt;шт;2022-04-19;Сальники и прокладки двигателя;1;0;3383.6;8370.0;7H79A1O3IW;прокладка головки блока
00003331;1987947821;Bosch;шт;2022-04-19;Ремни агрегатов, ролики, натяжители, кронштейны;0;0;937.38;1680.0;P4R7OWRJEF;ремень ручейковый
00003332;PBS13B;0;шт;2022-04-19;Кнопки;0;0;195.0;400.0;;кнопка переключения
00003333;4263504;Lesjofors;шт;2022-04-20;Задняя подвеска;2;0;2120.0;6160.0;U7CPO8SLIT;пружина задней подвески
00003334;546254H000;HyundaiKia;шт;2022-04-20;Передняя подвеска;0;0;359.0;580.0;YYID61XZIQ;пыльник амортизатора передний
00003335;546283B500;HyundaiKia;шт;2022-04-20;Задняя подвеска;2;0;419.59;690.0;XO22FGF3DW;пыльник амортизатора задний
00003336;P1KA013M;PARTS MALL;шт;2022-04-20;Клапан EGR;0;0;61.82;110.0;C5E49I8MT7;прокладка клапана
00003337;0K42A26157n;POS;шт;2022-04-20;Задний мост;5;0;148.0;270.0;2BKG7EC9EV;сальник полуоси
00003338;2876929000;HyundaiKia;шт;2022-04-20;Выпускная система;0;0;84.0;225.0;ND477MCJRP;резинка крепления глушителя
00003339;546331F000;HyundaiKia;шт;2022-04-20;Передняя подвеска;0;0;467.0;740.0;55N9LO99VF;прокладка пружины амортизатора передний
00003340;SP1730;Sangsin;компл;2022-04-20;Тормозная система;0;0;1612.13;1615.0;;колодки тормозные задний
00003341;-;G-Energy;шт;2022-04-21;0;0;0;2882.0;2885.0;;смазочные материалы
00003342;C113;0;шт;2022-04-21;Запчасти для ТО;0;0;424.0;425.0;;фильтр масляный
00003343;MPH25;Mando;компл;2022-04-21;Тормозная система;1;0;1129.94;1830.0;8ZR5O0I7KA;колодки тормозные задний
00003345;2951K000000;Tae Sung;компл;2022-04-22;Подвеска;21;0;595.0;1100.0;Q2NNUIMD5S;рем ком уравнителя пневматических подушек
00003346;-;Noname;компл;2022-04-22;Сцепление;3;0;224.0;585.0;;рем ком цилиндра сцепления главного
00003347;64181L;Osram;шт;2022-04-22;Лампы;0;0;784.3;1020.0;BFFKXPEHD9;лампа фару ближнийдальний
00003348;94734;Dayco;шт;2022-04-22;Газораспределительный механизм (ГРМ);0;0;665.0;1240.0;X2WZPD3176;ремень балансировочный
00003349;BC02110;Breco;шт;2022-04-22;Газораспределительный механизм (ГРМ);1;0;665.0;1240.0;X2WZPD3176;ремень балансировочный
00003350;055SHX127H;Dayco;шт;2022-04-22;Газораспределительный механизм (ГРМ);1;0;455.0;840.0;XMDSM5YX64;ремень балансировочный
00003351;2431232555n;Breco;шт;2022-04-22;Газораспределительный механизм (ГРМ);1;0;945.0;1760.0;AYD50AC7CI;ремень грм
00003352;0K01612205n;Dayco;шт;2022-04-22;Газораспределительный механизм (ГРМ);3;0;595.0;1100.0;J03VJTTB6P;ремень грм
00003353;KK35012205n;Dayco;шт;2022-04-22;Газораспределительный механизм (ГРМ);2;0;665.0;1240.0;K6TPDMJZP5;ремень грм
00003354;CPH006;Car-Dex;шт;2022-04-22;Рулевое управление;2;0;158.0;300.0;MS9TDJMHZU;пыльник рулевой рейки
00003355;A48;Roulunds;шт;2022-04-22;Ремни агрегатов, ролики, натяжители, кронштейны;2;0;266.0;690.0;53UB3BSUWX;ремень клиновой
00003356;A62;Roulunds;шт;2022-04-22;Ремни агрегатов, ролики, натяжители, кронштейны;6;0;350.0;900.0;ETTRZ0KQT5;ремень клиновой
00003357;A74;Roulunds;шт;2022-04-22;Ремни агрегатов, ролики, натяжители, кронштейны;3;0;315.0;810.0;EHYGZTIBZJ;ремень клиновой
00003358;A79;Roulunds;шт;2022-04-22;Ремни агрегатов, ролики, натяжители, кронштейны;10;0;315.0;810.0;VT5RRLO703;ремень клиновой
00003359;B28n;Roulunds;шт;2022-04-22;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;100.0;720.0;VWH008UWE1;ремень клиновой
00003360;B40;Roulunds;шт;2022-04-22;Ремни агрегатов, ролики, натяжители, кронштейны;3;0;266.0;690.0;7XZ6LT44CQ;ремень клиновой
00003361;MPMF8440;Roulunds;шт;2022-04-22;Ремни агрегатов, ролики, натяжители, кронштейны;4;0;266.0;580.0;J5AUIVZY8F;ремень клиновой
00003362;B56;Roulunds;шт;2022-04-22;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;308.0;800.0;75NI5V0QD7;ремень клиновой
00003363;B57;Roulunds;шт;2022-04-22;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;192.0;1050.0;P8CNIUBAR9;ремень клиновой
00003364;B62;Roulunds;шт;2022-04-22;Ремни агрегатов, ролики, натяжители, кронштейны;8;0;308.0;800.0;SZRBFQEWEB;ремень клиновой
00003365;B66;Roulunds;шт;2022-04-22;Ремни агрегатов, ролики, натяжители, кронштейны;4;0;308.0;800.0;F944N35B2I;ремень клиновой
00003366;62022NSE9CM;Nachi;шт;2022-04-25;Маховик;0;0;599.0;750.0;52HDIHXUJ6;подшипник маховика закрытый
00003367;2431232555;Gates;шт;2022-04-25;Газораспределительный механизм (ГРМ);4;0;945.0;1760.0;AYD50AC7CI;ремень грм
00003368;14076482;Gates;шт;2022-04-26;Ремни агрегатов, ролики, натяжители, кронштейны;2;0;315.0;580.0;ZCFA1BG8IK;ремень ручейковый
00003369;5PK1320;Dongil;шт;2022-04-26;Ремни агрегатов, ролики, натяжители, кронштейны;2;0;315.0;690.0;ZCFA1BG8IK;ремень ручейковый
00003480;GV0084;CTR;шт;2022-06-10;Передняя подвеска;2;0;135.0;340.0;WMJCIICIG1;втулка поперечного стабилизатора передний
00003370;2521237161;HyundaiKia;шт;2022-04-26;Ремни агрегатов, ролики, натяжители, кронштейны;2;0;665.0;1705.0;790VLDJPSO;ремень ручейковый
00003371;96335640;General Motors;шт;2022-04-26;Шатунно-поршневая группа;0;0;525.0;1350.0;;поршень
00003372;96412001;General Motors;шт;2022-04-26;Шатунно-поршневая группа;0;0;525.0;1350.0;;поршень
00003373;96130192;DONG YANG;шт;2022-04-26;Шатунно-поршневая группа;8;0;341.0;950.0;;поршень
00003374;2341022360;DONG YANG;шт;2022-04-26;Шатунно-поршневая группа;12;0;437.5;850.0;;поршень
00003375;2341022410;DONG YANG;шт;2022-04-26;Шатунно-поршневая группа;4;0;437.5;850.0;;поршень
00003376;2341183002;HyundaiKia;шт;2022-04-26;Шатунно-поршневая группа;0;0;3000.0;5850.0;;поршень
00003377;2341042211;DONG YANG;шт;2022-04-26;Шатунно-поршневая группа;20;0;350.0;1350.0;;поршень
00003378;2341145050Y;YPR;шт;2022-04-26;Шатунно-поршневая группа;0;0;1487.5;3850.0;;поршень
00003379;2341145050;HyundaiKia;шт;2022-04-26;Шатунно-поршневая группа;0;0;1662.5;4850.0;;поршень
00003380;2341141430;YPR;шт;2022-04-26;Шатунно-поршневая группа;0;0;838.5;2350.0;;поршень
00003381;6202ZZCM;KOYO;шт;2022-04-26;Маховик;3;0;202.81;400.0;52HDIHXUJ6;подшипник маховика закрытый
00003382;234102G201;HyundaiKia;шт;2022-04-26;Шатунно-поршневая группа;4;0;1792.18;2740.0;;поршень
00003383;2341037310;YPR;шт;2022-04-26;Шатунно-поршневая группа;12;0;465.5;1500.0;;поршень
00003384;2341033410;YPR;шт;2022-04-26;Шатунно-поршневая группа;4;0;393.75;850.0;;поршень
00003385;2341032410;DONG YANG;шт;2022-04-26;Шатунно-поршневая группа;0;0;289.5;850.0;4EZQPB7DZL;поршень
00003386;2341032810;PARTS MALL;шт;2022-04-26;Шатунно-поршневая группа;0;0;525.0;950.0;;поршень
00003387;234104A911;DONG YANG;шт;2022-04-26;Шатунно-поршневая группа;8;0;800.0;2450.0;;поршень
00003388;234104A911;HyundaiKia;шт;2022-04-26;Шатунно-поршневая группа;4;0;1048.5;4750.0;;поршень
00003389;0K7Y111SBX;DONG YANG;шт;2022-04-26;Шатунно-поршневая группа;8;0;525.0;950.0;;поршень
00003390;235104A500;0;шт;2022-04-26;Шатунно-поршневая группа;0;0;1000.0;1000.0;ZA1EXG51QT;шатунпоршеньпалец шатун
00003391;0K7Y111SCO;DONG YANG;шт;2022-04-27;Шатунно-поршневая группа;36;0;525.0;950.0;;поршень
00003392;234114X200;HyundaiKia;шт;2022-04-27;Шатунно-поршневая группа;0;0;3011.25;6250.0;;поршень
00003393;K0AN111SA0;DONG YANG;шт;2022-04-27;Шатунно-поршневая группа;6;0;908.75;2450.0;;поршень
00003394;0FEY011SA0;DONG YANG;шт;2022-04-27;Шатунно-поршневая группа;4;0;493.5;1250.0;;поршень
00003395;0K7Y111SA0;DONG YANG;шт;2022-04-27;Шатунно-поршневая группа;0;0;720.0;1850.0;;поршень
00003397;00003397;Лукойл;шт;2022-04-27;Масла и тех. жидкости;0;0;809.0;1280.0;;масло моторное
00003399;GGXH021;Onnuri;шт;2022-04-29;Сальники и прокладки двигателя;0;0;76.0;150.0;Z45XH23AY8;прокладка масляного насоса
00003400;PBB023;PARTS MALL;шт;2022-04-29;Запчасти для ТО;2;0;233.0;320.0;EVSX7REANV;фильтр масляный
00003401;548004E400;HyundaiKia;шт;2022-05-02;Передняя подвеска;0;0;18174.0;30000.0;;стабилизатор поперечной устойчивости
00003402;00003402;HyundaiKia;шт;2022-05-03;Электрика;0;0;1000.0;1200.0;;электродвигатель центрального замка двери
00003403;09594682;Daewoo;шт;2022-05-04;Гайки;0;0;167.93;190.0;LZOK27HWUV;гайка колесная
00003404;243512F000b;HyundaiKia;шт;2022-05-05;Газораспределительный механизм (ГРМ);0;0;0.0;3950.0;WHNOVWV6T3;цепь двигателя коленвала
00003405;243612F000b;HyundaiKia;шт;2022-05-05;Газораспределительный механизм (ГРМ);0;0;0.0;4450.0;HG5YWTCW9Q;цепь двигателя грм
00003406;EGHGH00021;Mando;шт;2022-05-05;Сальники и прокладки двигателя;1;0;1462.0;1900.0;3UVHL9OPOX;прокладка головки блока
00003408;W93011;Mann;шт;2022-05-06;Нераспределено;2;0;1162.0;1810.0;;фильтр масляный
00003409;4432521000;SsangYong;шт;2022-05-10;Задняя подвеска;0;0;245.0;400.0;;сайлентблок
00003410;0K08133065An;Noname;шт;2022-05-10;Ступица;1;0;116.0;260.0;STLMT55JPB;сальник ступицы
00003411;MR0501;Trialli;шт;2022-05-10;Ступица;1;0;980.0;1640.0;7I3MHXXUDW;ступица передний
00003412;96376569d;Daewoo;шт;2022-05-10;Блок цилиндров;0;0;293.44;640.0;UUHQHNSOZN;сальник коленвала задний коренной
00003413;243772F600;HyundaiKia;шт;2022-05-13;Газораспределительный механизм (ГРМ);0;0;316.17;540.0;DSUXK26HMR;успокоитель цепи маслонасоса
00003414;7912106004Xn;Noname;шт;2022-05-13;Кузов;1;0;749.0;1390.0;8ZEEHXMBTX;уплотнитель стекла лобового
00003415;6650702433;SsangYong;шт;2022-05-13;Топливная система;3;0;525.0;1340.0;1QG6IZ97S8;трубка топливная
00003416;KC0076;Kortex;шт;2022-05-13;Запчасти для ТО;1;0;212.0;400.0;0MXME01QME;фильтр воздушный салонный
00003417;43113T00180;HyundaiKia;шт;2022-05-13;Коробка передач;3;0;54.0;950.0;4ACWNE2XJJ;сальник коробки
00003418;KHA024;Kormax;компл;2022-05-16;Сальники и прокладки двигателя;1;0;1271.98;1960.0;GFOJWNQOWF;набор прокладок на двигатель
00003419;EGCND00023;Mando;шт;2022-05-17;Сальники и прокладки двигателя;2;0;300.85;750.0;H46A7OMEIW;прокладка крышки клапанов
00003420;7956;Bosch;шт;2022-05-17;Свеча зажигания;0;0;182.0;300.0;0GD115W37S;свеча зажигания
00003421;3531032560;Noname;шт;2022-05-18;Форсунка топливная;0;0;1225.0;2500.0;;форсунка топливная
00003422;231244X100f;Fukoku;шт;2022-05-18;Шатунно-поршневая группа;0;0;2462.88;3770.0;LLYMM2ILMD;шкив коленвала
00003423;B72;Roulunds;шт;2022-05-18;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;350.0;900.0;H9ZB29AD3O;ремень клиновой
00003424;B90;Dongil;шт;2022-05-18;Ремни агрегатов, ролики, натяжители, кронштейны;12;0;525.0;1350.0;XKPUDV11LE;ремень клиновой
00003425;BC85;Top Drive;шт;2022-05-18;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;496.0;1170.0;WUA5V85WRI;ремень клиновой
00003426;93742708;KFM;компл;2022-05-18;Шатунно-поршневая группа;0;0;1704.3;2740.0;;вкладыши шатунные
00003428;C42;Roulunds;шт;2022-05-18;Ремни агрегатов, ролики, натяжители, кронштейны;5;0;399.0;870.0;XQSAX5WTO0;ремень клиновой
00003429;C43;Roulunds;шт;2022-05-18;Ремни агрегатов, ролики, натяжители, кронштейны;8;0;399.0;870.0;GH1FFU5P9Y;ремень клиновой
00003430;C64;Roulunds;шт;2022-05-18;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;525.0;1350.0;RHAJ3VETF6;ремень клиновой
00003431;C84;Roulunds;шт;2022-05-18;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;525.0;1350.0;IIFKSH5NYX;ремень клиновой
00003432;C93;Roulunds;шт;2022-05-18;Ремни агрегатов, ролики, натяжители, кронштейны;3;0;665.0;1705.0;VQCG4YZZIQ;ремень клиновой
00003433;A27;Roulunds;шт;2022-05-18;Ремни агрегатов, ролики, натяжители, кронштейны;5;0;175.0;350.0;8EJBA2JOS2;ремень клиновой
00003434;839304A000;HyundaiKia;шт;2022-05-18;Кузов;1;0;658.0;1690.0;GAZ1AMJHA5;скользящий рельс средней двери
00003436;9210125502;HyundaiKia;шт;2022-05-19;Фары, фонари, поворотники;1;0;2100.0;5360.0;9H9NS3W058;фара
00003437;9210225502;HyundaiKia;шт;2022-05-19;Фары, фонари, поворотники;1;0;2100.0;5360.0;9N90NYXINL;фара
00003438;2811322051c;Carworld;шт;2022-05-19;Запчасти для ТО;8;0;74.0;320.0;GEAPLV25UW;фильтр воздушный
00003439;13272717g;General Motors;шт;2022-05-19;Запчасти для ТО;1;0;412.0;2330.0;RZMFN34WZ3;фильтр воздушный
00003440;2813045020w;Wonjin;шт;2022-05-19;Запчасти для ТО;1;0;224.0;420.0;PBDXUJ9RS4;фильтр воздушный
00003441;2813045020h;Holzweg;шт;2022-05-19;Запчасти для ТО;5;0;224.0;420.0;PBDXUJ9RS4;фильтр воздушный
00003442;BIF317;Bic;шт;2022-05-19;Запчасти для ТО;0;0;83.0;390.0;DD8ZLZE03T;фильтр топливный
00003443;31911H1800;HyundaiKia;шт;2022-05-19;Запчасти для ТО;6;0;175.0;600.0;G700DE95PO;фильтр топливный
00003445;MOF4612;Mando;шт;2022-05-24;Запчасти для ТО;1;0;217.35;470.0;W3ZLSTPP6P;фильтр масляный
00003446;210202B100TESTD;Turbo engineering;компл;2022-05-24;Шатунно-поршневая группа;0;0;1575.0;2530.0;19J4EA0WT3;вкладыши коренные
00003447;973104F400;HyundaiKia;шт;2022-05-25;Система охлаждения;0;0;5357.0;6800.0;;шланг
00003448;96376371;General Motors;шт;2022-05-25;Сальники и прокладки двигателя;0;0;156.0;310.0;HO3PHUVGIK;прокладка корпуса дроссельной заслонки
00003449;PMB020;PARTS MALL;шт;2022-05-25;Запчасти для ТО;4;0;225.19;400.0;3AERXVDY1X;фильтр воздушный салонный
00003451;96353007;Daewoo;шт;2022-05-25;Крышка клапанов;0;0;32.49;70.0;PLCFRIZQDM;уплкольцо болтов крышки клапанов
00003452;KABG3;ASVA;шт;2022-05-26;Привода, шрусы;0;0;9500.0;11500.0;;граната привода
00003453;866371011;FA1;шт;2022-05-26;Запчасти для ТО;0;0;460.0;600.0;;пробка сливная
00003456;00003456;S-OIL 7;шт;2022-05-27;Масла и тех. жидкости;0;0;680.0;1100.0;;масло моторное
00003457;00003457;S-OIL 7;шт;2022-05-27;Масла и тех. жидкости;0;0;2270.0;3750.0;;масло моторное
00003458;5881444003;HyundaiKia;шт;2022-05-29;Тормозная система;3;0;350.0;900.0;5U7UK6SZ8J;шланг тормозной передний
00003459;6620703132;Daewoo;шт;2022-05-30;Топливная система;0;0;109.0;450.0;;шланг тнвд от насоса низкого давления фильтру
00003460;00003460;ZIC;шт;2022-05-30;Масла и тех. жидкости;0;0;762.29;1200.0;;масло моторное
00003461;00003461;ZIC;шт;2022-05-30;Масла и тех. жидкости;0;0;2386.57;3850.0;;масло моторное
00003462;PXCRB002L2;PARTS MALL;шт;2022-05-31;Подвеска;0;0;198.0;290.0;QGR5IEZHAQ;сайлентблок
00003463;PT52168;Patron;шт;2022-05-31;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;997.25;1530.0;JMH6AE6SMJ;кронштейн ролика натяжителя ремня генератора
00003464;976264E000;HyundaiKia;шт;2022-05-31;Климатическая система;0;0;5867.0;10000.0;;клапан
00003465;2001479SX;Stellox;шт;2022-05-31;Генератор и комплектующие;0;0;2091.0;3360.0;BMUN505396;шкив генератора
00003466;4TLM10294910;NTN;шт;2022-05-31;Ступица;0;0;806.27;1170.0;EI0ZVMWU3Y;подшипник ступицы
00003467;IB4070;IBERIS;шт;2022-06-01;Передняя подвеска;3;0;648.0;1050.0;04ZQBZJGT9;подшипник поворотного кулака
00003468;6PK2135d;Dongil;шт;2022-06-01;Ремни агрегатов, ролики, натяжители, кронштейны;7;0;758.54;1250.0;MMUMM9058S;ремень ручейковый
00003469;96553533;Daewoo;шт;2022-06-02;Впускная система;0;0;1070.0;2200.0;;гофра от воздушного фильтра коллектору
00003472;516373;GSP;шт;2022-06-08;Задняя подвеска;0;0;767.0;1500.0;ME5F1ZWY8O;сальник коленвала передний лобовой
00003473;96349976;Daewoo;шт;2022-06-08;Ремни агрегатов, ролики, натяжители, кронштейны;0;0;2281.2;3320.0;YMNQGLLLEP;ролик ремня генератора
00003474;KO3009;Kortex;шт;2022-06-08;Запчасти для ТО;1;0;1018.91;1320.0;CX0ZCCDK83;фильтр коробку коробкуавтомат
00003475;96314332;Daewoo;шт;2022-06-08;Фары, фонари, поворотники;0;0;1187.52;1660.0;8Y9PTXEXSV;переключатель света поворотов
00003476;0593044084o;O.E.M.;шт;2022-06-08;Коробка передач;0;0;622.15;985.0;9OUJWC2U7H;сальник коробки
00003478;-;0;м;2022-06-09;Нераспределено;0;0;215.0;450.0;;провод кг
00003479;-;0;м;2022-06-09;Нераспределено;0;0;612.0;850.0;;провод кг
00003587;-;0;шт;2022-07-25;Автоэлектрика;4;0;93.0;200.0;;гильза силового провода
00003481;GV0318;CTR;шт;2022-06-10;Задняя подвеска;2;0;174.6;340.0;YKPXVQNJN9;втулка поперечного стабилизатора задний
00003482;702661100;Reinz;шт;2022-06-10;Сальники и прокладки двигателя;0;0;185.3;310.0;WDO6EQ1UT3;прокладка коллектора выпуск
00003483;EWPK0014;Mando;шт;2022-06-10;Система охлаждения;0;0;5075.73;9140.0;ZC92KLPBQE;помпа
00003484;2304025200;HyundaiKia;компл;2022-06-11;Шатунно-поршневая группа;0;0;9317.3;14000.0;;кольца поршневые
00003485;CSC15;Valeo PHC;шт;2022-06-13;Сцепление;0;0;4781.0;7170.0;;подшипник выжимной
00003486;338104X500;HyundaiKia;шт;2022-06-13;Провода;0;0;3444.0;6500.0;;проводка форсунок
00003487;PFP135;Patron;шт;2022-06-13;Топливная система;1;0;822.63;1760.0;XU92182TBN;топливный погружной насос
00003488;GV0190;CTR;шт;2022-06-13;Задний мост;8;0;97.0;180.0;S6SAX5OD2I;втулка рессоры задний
00003489;GV0081;CTR;шт;2022-06-14;Задняя подвеска;2;0;176.0;400.0;LQQTULNT2B;втулка поперечного стабилизатора задний
00003490;ARG173098;Arirang;шт;2022-06-14;Ступица;4;0;78.7;160.0;588RKGLK3V;гайка ступицы задний
00003491;LT0542;Luzar;шт;2022-06-14;Система охлаждения;1;0;2109.96;3590.0;MTM57EVJL9;термостат радиатора
00003492;4030780081;SsangYong;шт;2022-06-14;Топливная система;22;0;248.72;450.0;99L2ISDIL9;шланг обратки внутренниймм наружный
00003493;230604A930n;KFM;компл;2022-06-14;Шатунно-поршневая группа;1;0;1789.0;2740.0;RRFSVS704U;вкладыши шатунные
00003494;6619974046p;POS;шт;2022-06-14;Коробка передач;0;0;131.21;250.0;3WMAU1E8G9;сальник коробки
00003495;CRH021;Car-Dex;шт;2022-06-15;Передняя подвеска;0;0;49.0;80.0;;втулка поперечного стабилизатора передний
00003498;392102B160;HyundaiKia;шт;2022-06-16;Датчики двигателя, коробки;0;0;4947.68;7650.0;W6A6CKITY4;датчик дожига кислорода
00003499;G127501;Frenkit;шт;2022-06-16;Тормозная система;1;0;144.0;380.0;Z793ZS5D8W;направляющий стержень скобы суппорта передний
00003500;55310H5050;0;шт;2022-06-17;Задняя подвеска;0;0;0.0;0.0;;амортизатор задний
00003501;00003501;Noname;шт;2022-06-17;Болт крепления номера;2;0;21.25;40.0;;болт
00003503;00003503;ZIC;шт;2022-06-17;Масла и тех. жидкости;1;0;1963.0;1965.0;;масло моторное
00003504;00003504;ZIC;шт;2022-06-17;Масла и тех. жидкости;0;0;2593.76;3400.0;;масло моторное
00003505;HICAP32008JR;KOYO;шт;2022-06-17;Ступица;0;0;929.16;1260.0;92CTK3QA6C;подшипник ступицы
00003506;414869P;Corteco;шт;2022-06-20;Головка блока цилиндров (ГБЦ) и комплектующие;2;0;2510.0;3840.0;YGBRM5CS58;прокладка головки блока
00003507;DV1325;Torr;шт;2022-06-20;Передняя подвеска;0;0;1773.0;2570.0;8AVNFBCLLW;амортизатор передний
00003508;PSA341365;Patron;шт;2022-06-20;Передняя подвеска;0;0;1318.03;3460.0;BDMJ1BIX9L;амортизатор передний
00003509;PSA341364;Patron;шт;2022-06-20;Передняя подвеска;0;0;1318.03;3740.0;FKMOBFM76Z;амортизатор передний
00003511;GF0866;Trialli;компл;2022-06-20;Тормозная система;1;0;1315.0;2110.0;HQYQXWLAHK;колодки ручного тормоза
00003512;1274H1LOWF;Febest;шт;2022-06-20;Тормозная система;0;0;204.0;300.0;Z793ZS5D8W;направляющий стержень скобы суппорта передний
00003513;EGCNH00050;Mando;шт;2022-06-20;Сальники и прокладки двигателя;2;0;465.0;600.0;RRI41S1LZG;прокладка крышки клапанов
00003514;HICAP32009JR;KOYO;шт;2022-06-20;Ступица;0;0;722.63;1610.0;1I8UJ1EPBS;подшипник ступицы
00003515;00002208;Noname;шт;2022-06-21;Блок цилиндров;1;0;1702.06;1705.0;;сальник коленвала задний коренной
00003516;8970898920;izumi;шт;2022-06-21;Шатунно-поршневая группа;4;0;0.0;2000.0;;поршень
00003517;8941527111;Noname;шт;2022-06-21;Шатунно-поршневая группа;1;0;0.0;2000.0;;шатунпоршень шатун
00003518;KM0700419;KAP;шт;2022-06-22;Гайки;0;0;96.72;180.0;KGGTLIBQZU;гайка колесная
00003519;52950H1000t;TYB;шт;2022-06-22;Гайки;5;0;169.8;220.0;GJIQO71F2U;гайка колесная
00003520;6PK1010;Dongil;шт;2022-06-22;Ремни агрегатов, ролики, натяжители, кронштейны;1;0;447.18;680.0;8ICRBD9NXM;ремень ручейковый
00003521;PSA344453;Patron;шт;2022-06-22;Передняя подвеска;0;0;1086.29;2420.0;8AVNFBCLLW;амортизатор передний
00003522;CBKD1;CTR;шт;2022-06-22;Передняя подвеска;0;0;645.0;1060.0;Q6NKHWHC1Q;шаровая опора рычага
00003523;HYIRIX35;ASVA;шт;2022-06-22;Привода, шрусы;1;0;3857.82;6440.0;FEBYJS7KSO;граната привода
00003524;PN495944E000n;Mac;шт;2022-06-23;Привода, шрусы;2;0;399.42;1750.0;GX5DLTEN7L;пыльник гранаты привода наружный
00003525;256412GGA0;HyundaiKia;шт;2022-06-23;Сальники и прокладки двигателя;1;0;303.03;485.0;;прокладка корпуса термостата
00003526;DN2244138010;Mando;шт;2022-06-23;Сальники и прокладки двигателя;1;0;246.0;520.0;EUCSG9B1S8;прокладка крышки клапанов
00003527;P1GB036PLUS;PARTS MALL;шт;2022-06-24;Сальники и прокладки двигателя;1;0;128.63;280.0;MTNS8B18UD;прокладка проставки крышки клапанов
00003528;EX546612S000;Mando;шт;2022-06-28;Передняя подвеска;1;0;6064.54;9280.0;EXGELOSWHA;амортизатор передний масляный
00003529;PBD1898;Patron;шт;2022-06-28;Тормозная система;0;0;1687.12;3070.0;C6XOPN578V;диск тормозной задний
00003530;GFFH043;Onnuri;шт;2022-06-28;Запчасти для ТО;0;0;345.15;650.0;4WAYKCHSBK;фильтр топливный
00003531;EX546512S000;Mando;шт;2022-06-28;Передняя подвеска;1;0;6064.37;9280.0;CRFERQ44F9;амортизатор передний масляный
00003532;GV0308;CTR;шт;2022-06-28;Задняя подвеска;2;0;500.0;780.0;SCYFH9K9ZU;сайлентблок
00003533;763620100;FISCHER;шт;2022-06-28;Топливная система;4;0;53.98;110.0;Q64WH9IXYE;шайба упл под распылитель
00003534;251242G500d;DYG;шт;2022-06-28;Сальники и прокладки двигателя;1;0;90.85;175.0;EBOAV0D1SU;прокладка помпы
00003535;96460002;General Motors;шт;2022-06-28;Система охлаждения;2;0;948.75;1425.0;FKGD4N2JSH;термостат
00003536;CL32020;Autowelt;шт;2022-06-29;Шатунно-поршневая группа;4;0;1633.8;2620.0;;гильзы
00003537;PXMLA043;PARTS MALL;шт;2022-06-29;Шатунно-поршневая группа;0;0;1488.0;3110.0;;гильзы
00003538;PXMLA040;PARTS MALL;шт;2022-06-29;Шатунно-поршневая группа;0;0;1155.99;1880.0;8IM93IF1U4;гильзы
00003539;353122G750;HyundaiKia;компл;2022-06-29;Топливная система;0;0;261.6;420.0;;уплкольцо форсунки
00003540;PXCRB005S2;PARTS MALL;шт;2022-06-29;Задняя подвеска;0;0;18.0;30.0;ZMNKTN2ZXO;втулка амортизатора задний
00003541;EGCNH00088;Mando;шт;2022-06-29;Сальники и прокладки двигателя;1;0;147.59;270.0;ZU5537JD8A;прокладка крышки клапанов
00003542;0SL5014V23;HyundaiKia;шт;2022-06-29;Сальники и прокладки двигателя;0;0;116.88;210.0;SWIN3J9HIE;прокладка маслоохладителя радиатора
00003543;284873A000d;DYG;шт;2022-06-29;Сальники и прокладки двигателя;2;0;60.24;110.0;HTG8Z39WXP;прокладка трубки рециркуляции
00003544;KF0058;Kortex;шт;2022-06-29;Запчасти для ТО;1;0;727.0;950.0;Y33GPJZZ96;фильтр топливный
00003545;GBEY001;Onnuri;шт;2022-06-29;Сцепление;1;0;613.56;990.0;ZA6PN8ADBF;подшипник выжимной
00003546;552254E000t;TYB;шт;2022-06-30;Задний мост;0;0;356.52;570.0;ZGQKPHDPVN;стремянка рессорная задний
00003547;HP1016;HSB;компл;2022-06-30;Тормозная система;3;0;1924.33;2940.0;MSG7ECB370;колодки тормозные передний
00003548;SP1907;Sangsin;компл;2022-07-01;Тормозная система;0;0;1237.0;1720.0;7APC3QB62H;колодки тормозные задний
00003549;CVKK92L;CTR;шт;2022-07-04;Задняя подвеска;1;0;1881.0;3100.0;;сайлентблок рычага
00003550;GV0340R;CTR;шт;2022-07-04;Задняя подвеска;1;0;1881.0;3100.0;;сайлентблок рычага
00003551;HYSHBSOLH5F;Febest;компл;2022-07-05;Передняя подвеска;2;0;360.0;850.0;KPSUGKPJJR;пыльник амортизатора передний
00003552;213800;0;шт;2022-07-05;Запчасти для ТО;0;0;2658.8;2660.0;;комплект для то
00003553;1879001316;HyundaiKia;шт;2022-07-06;Предохранители;0;0;672.0;1300.0;;предохранитель силовой
00003554;LFK08X0;Luzar;шт;2022-07-06;Система охлаждения;0;0;7167.0;11280.0;;диффузор радиатора
