,kod,data,kolichestvo
13030,00005234,2023-11-17 14:18:08,2
13034,ЦБ022092,2023-06-14 15:42:20,1
13037,ЦБ022092,2023-06-14 15:43:55,1
13039,ЦБ005138,2023-07-26 15:40:31,1
13040,00004753,2023-06-22 17:04:00,2
13041,00003688,2023-06-22 17:04:00,1
13042,ЦБ021676,2023-06-22 17:04:00,3
13043,ЦБ018235,2023-06-23 11:54:17,1
13044,ЦБ019931,2023-06-23 11:54:17,2
13046,ЦБ003475,2023-06-23 11:54:17,2
13047,ЦБ013034,2023-06-23 11:54:17,1
13048,ЦБ018721,2023-06-23 11:54:17,1
13049,00004882,2023-07-26 15:40:31,2
13050,ЦБ022473,2023-07-26 15:49:25,1
13051,ЦБ022826,2023-07-26 15:49:25,2
13052,ЦБ020846,2023-06-29 11:15:46,2
13054,ЦБ014133,2023-05-23 12:50:40,5
13055,ЦБ019310,2023-06-14 15:43:10,4
13057,ЦБ021543,2023-06-23 11:55:41,2
13058,ЦБ018393,2023-06-23 11:55:41,1
13060,ЦБ010363,2023-06-23 11:55:41,2
13062,ЦБ002762,2023-07-26 15:49:25,3
13063,ЦБ016795,2023-07-26 15:49:25,1
13064,ЦБ019723,2023-06-29 12:07:20,100
13065,ЦБ021299,2023-06-30 11:32:30,1
13066,ЦБ020846,2023-06-30 11:32:30,2
13067,ЦБ002747,2023-06-30 11:32:30,6
13068,ЦБ002746,2023-06-30 11:32:30,4
13069,ЦБ015037,2023-06-30 11:32:30,1
13070,ЦБ021199,2023-06-30 11:32:30,1
13071,00004618,2023-05-23 12:51:33,2
13072,ЦБ014321,2023-05-23 12:51:33,1
13073,ЦБ012492,2023-05-23 12:51:33,4
13074,00004100,2023-05-23 12:52:00,2
13075,00004297,2023-05-23 12:52:21,4
13076,ЦБ021643,2023-05-23 12:52:40,2
13077,ЦБ020131,2023-05-23 12:52:40,1
13078,ЦБ021720,2023-05-23 12:52:40,1
13079,ЦБ003060,2023-07-26 15:49:25,1
13081,ЦБ002708,2023-07-26 15:49:57,10
13082,00004831,2023-07-26 15:49:57,2
13084,ЦБ011836,2023-07-26 15:49:57,20
13085,ЦБ009344,2023-07-26 15:49:57,1
13087,ЦБ020796,2023-11-17 14:20:19,8
13088,00005558,2024-03-22 16:45:10,30
13092,00005301,2024-04-02 14:15:18,10
13093,ЦБ021432,2024-04-08 14:10:29,5
13094,00005048,2024-04-08 14:10:29,6
13095,00003736,2024-04-08 14:10:29,1
13096,00005623,2024-04-08 14:10:29,1
13097,ЦБ002113,2023-08-29 16:30:38,2
13098,ЦБ020327,2023-08-29 16:30:38,6
13099,ЦБ013013,2023-08-29 16:30:38,10
13100,ЦБ002603,2023-08-29 16:30:38,2
13101,00004008,2023-08-29 16:30:38,1
13103,00004619,2023-05-23 12:50:40,2
13104,ЦБ022396,2023-05-23 12:50:40,4
13108,00004127,2023-05-23 12:50:40,1
13109,ЦБ010590,2023-05-23 12:50:40,1
13110,00004499,2023-05-23 12:50:40,2
13111,00003957,2023-05-23 12:50:40,1
13112,ЦБ002098,2023-05-23 12:50:40,1
13114,ЦБ001952,2023-05-23 12:50:40,2
13115,ЦБ003957,2023-05-23 12:50:40,2
13116,00003831,2023-05-23 12:50:40,2
13117,ЦБ002762,2023-05-23 12:50:40,4
13118,ЦБ004935,2023-05-23 12:50:40,2
13121,ЦБ016504,2023-06-14 16:25:45,2
13122,ЦБ007361,2023-06-14 16:25:45,2
13123,ЦБ011918,2023-06-14 16:25:45,4
13125,ЦБ002753,2023-06-14 16:25:45,2
13126,ЦБ002754,2023-06-14 16:25:45,2
13127,ЦБ005109,2023-06-14 16:25:45,2
13129,00004724,2023-06-14 16:25:45,2
13130,ЦБ005338,2023-06-14 16:25:45,2
13131,ЦБ004114,2023-06-14 16:25:45,1
13132,ЦБ017803,2023-06-14 16:25:45,2
13133,00005526,2024-03-22 16:47:00,1
13134,ЦБ002698,2023-05-23 16:36:46,1
13136,ЦБ005601,2023-05-23 16:36:46,1
13140,ЦБ012862,2023-05-23 16:36:46,1
13141,ЦБ017961,2023-05-23 16:36:46,2
13143,ЦБ019603,2023-05-23 16:36:46,1
13144,ЦБ015049,2023-05-23 16:36:46,4
13145,ЦБ019475,2023-05-23 16:36:46,1
13146,ЦБ003179,2023-05-23 16:36:46,2
13147,ЦБ020247,2023-05-23 16:36:46,1
13148,ЦБ023299,2023-05-23 16:36:46,3
13150,ЦБ019649,2023-06-14 16:25:45,8
13151,ЦБ016795,2023-06-14 16:25:45,1
13152,ЦБ023439,2023-06-14 16:25:45,1
13153,ЦБ018538,2023-06-14 16:25:45,2
13155,ЦБ010406,2024-03-05 15:21:05,2
13156,ЦБ005526,2024-03-05 15:21:05,2
13157,ЦБ010925,2024-03-05 15:21:05,1
13158,ЦБ020290,2023-06-29 13:58:06,500
13159,ЦБ023398,2023-06-30 11:32:30,3
13161,ЦБ007212,2023-06-30 11:32:30,3
13162,ЦБ020210,2023-06-30 11:32:30,2
13163,00003000,2023-06-30 11:32:30,2
13164,ЦБ011316,2023-06-30 11:32:30,3
13165,00003322,2023-06-30 11:32:30,2
13166,ЦБ018904,2023-06-30 16:01:38,4
13167,ЦБ023486,2023-06-30 16:01:38,2
13168,00004472,2023-06-30 16:01:38,4
13169,ЦБ016346,2023-06-30 16:01:38,2
13170,00003861,2023-06-30 16:01:38,1
13171,ЦБ023286,2023-06-30 16:12:31,4
13173,ЦБ022288,2023-06-14 16:32:04,3
13174,00003802,2023-05-24 12:59:43,20
13175,00004153,2023-05-24 12:59:43,20
13177,00003803,2023-05-24 14:10:03,200
13178,ЦБ022232,2023-05-24 14:18:45,1
13179,ЦБ018369,2023-05-24 14:18:45,1
13180,ЦБ018373,2023-05-24 14:18:45,1
13181,ЦБ018404,2023-05-24 14:18:45,2
13182,ЦБ018419,2023-05-24 14:18:45,3
13183,00004469,2023-05-24 14:18:45,2
13184,ЦБ019872,2023-05-24 14:18:45,1
13185,00003558,2023-05-24 14:18:45,2
13186,ЦБ018133,2023-05-24 14:18:45,1
13187,ЦБ004396,2023-05-24 14:18:45,1
13188,ЦБ008081,2023-05-24 14:18:45,1
13189,ЦБ004841,2023-06-29 14:02:42,5
13190,ЦБ014955,2023-05-24 14:18:45,2
13191,00003754,2023-05-24 14:18:45,1
13192,ЦБ019055,2023-05-24 14:23:59,2
13193,ЦБ022497,2023-05-24 14:23:59,2
13194,ЦБ021298,2023-05-24 14:24:52,1
13195,ЦБ003678,2023-05-24 14:24:52,1
13196,ЦБ021889,2023-05-24 14:24:52,1
13198,ЦБ006241,2023-05-24 14:24:52,5
13199,ЦБ020651,2023-05-24 14:24:52,20
13200,ЦБ017345,2024-03-05 15:21:05,2
13202,ЦБ021234,2024-03-05 15:21:05,1
13203,00004007,2024-03-05 15:21:05,10
13204,ЦБ015740,2023-08-09 12:44:04,1
13207,00004540,2023-05-24 15:33:27,2
13208,ЦБ018248,2023-05-24 15:33:27,1
13209,ЦБ018249,2023-05-24 15:33:27,1
13210,00004884,2023-08-09 12:44:04,1
13211,ЦБ001541,2023-05-24 15:34:16,2
13212,ЦБ003092,2023-08-09 12:44:04,4
13214,ЦБ003912,2023-06-30 11:41:29,2
13215,ЦБ020916,2023-06-30 11:41:29,2
13216,ЦБ011667,2023-06-30 11:41:29,6
13217,ЦБ012950,2023-06-30 11:41:29,2
13219,ЦБ017903,2023-07-26 17:41:46,2
13221,ЦБ020220,2023-06-23 15:37:58,2
13222,ЦБ013510,2023-06-23 15:37:58,2
13223,00004754,2023-06-23 15:37:58,1
13225,ЦБ021844,2023-06-23 15:37:58,1
13227,ЦБ023331,2023-06-23 15:37:58,2
13228,ЦБ023241,2023-06-23 15:37:58,2
13231,00004662,2023-06-23 15:37:58,2
13232,00003901,2023-06-23 15:37:58,2
13233,ЦБ017807,2023-06-23 15:37:58,4
13234,ЦБ014422,2023-06-23 15:37:58,1
13236,ЦБ023413,2023-07-27 12:49:26,2
13237,ЦБ020493,2023-07-27 12:49:26,1
13238,ЦБ016113,2023-07-27 12:49:26,2
13244,ЦБ023329,2023-05-24 16:56:00,2
13245,00004625,2023-05-24 16:56:00,3
13246,ЦБ022822,2023-05-24 16:56:00,3
13247,00003892,2023-05-24 16:56:00,1
13248,ЦБ018930,2023-05-24 16:56:00,1
13249,00004626,2023-05-24 16:56:00,2
13252,ЦБ007437,2023-05-24 16:56:00,2
13254,ЦБ021737,2023-05-24 16:56:00,2
13255,ЦБ021871,2023-05-24 16:56:00,2
13256,ЦБ017625,2023-05-24 16:56:00,1
13257,ЦБ014347,2023-05-24 16:56:00,2
13258,00003719,2023-05-24 16:56:00,1
13259,ЦБ018737,2023-05-24 16:56:00,10
13260,ЦБ011001,2023-05-24 16:56:00,5
13261,ЦБ010100,2023-05-24 16:56:00,2
13262,ЦБ002183,2023-05-24 16:56:00,2
13263,00004165,2023-06-23 15:40:19,5
13265,ЦБ021299,2023-05-24 16:56:59,1
13266,ЦБ022841,2023-05-24 16:56:59,1
13267,00003800,2023-05-24 16:56:59,30
13268,00003814,2023-05-24 16:56:59,1
13269,00003419,2023-05-24 16:56:59,2
13270,ЦБ012950,2023-05-24 16:56:59,1
13271,ЦБ022810,2023-05-24 16:56:59,1
13272,00003197,2023-05-24 16:56:59,2
13273,ЦБ011238,2023-05-24 16:56:59,1
13274,00004628,2023-05-24 16:58:10,10
13275,ЦБ013760,2023-05-24 16:58:10,1
13276,00004629,2023-05-24 16:58:10,1
13277,00004630,2023-05-24 16:58:10,1
13278,00003914,2023-05-24 16:58:10,1
13279,ЦБ006542,2023-05-24 16:58:10,1
13280,ЦБ010590,2023-05-24 16:58:10,1
13281,ЦБ005109,2023-05-24 16:58:10,1
13282,ЦБ022348,2023-05-24 16:58:10,2
13283,00004559,2023-05-24 16:58:10,2
13284,ЦБ019026,2023-05-24 16:58:10,1
13285,ЦБ010329,2023-05-24 16:58:10,6
13286,ЦБ021165,2023-05-24 16:58:10,2
13287,ЦБ003092,2023-05-24 16:58:10,4
13288,ЦБ010264,2023-05-24 16:58:10,1
13289,ЦБ011544,2023-05-24 16:58:10,1
13290,ЦБ010271,2023-05-24 16:58:10,1
13291,00004536,2023-05-24 16:58:10,5
13292,ЦБ016388,2023-05-24 17:44:32,1
13293,ЦБ020130,2023-05-24 17:44:32,2
13294,ЦБ017521,2023-05-24 17:44:32,2
13295,ЦБ014538,2023-06-15 11:45:12,2
13296,ЦБ009036,2023-06-15 11:45:12,1
13297,00004726,2023-06-15 11:45:12,1
13298,ЦБ003305,2023-06-15 11:45:12,2
13299,ЦБ023548,2023-06-15 11:47:16,3
13300,ЦБ016165,2023-06-15 11:47:16,10
13302,ЦБ021681,2023-07-27 12:49:26,4
13303,ЦБ011302,2023-07-27 12:49:26,2
13305,ЦБ022059,2023-08-09 12:44:04,1
13306,ЦБ012952,2023-06-30 11:41:29,4
13307,ЦБ001943,2023-06-30 11:41:29,1
13308,ЦБ013013,2023-06-30 11:41:29,10
13310,ЦБ011216,2023-06-30 11:41:29,2
13312,ЦБ010900,2023-08-09 12:44:42,2
13313,00003957,2023-08-09 12:44:42,2
13315,ЦБ017411,2023-06-26 11:05:33,20
13316,ЦБ014590,2023-08-09 12:44:42,2
13317,ЦБ021610,2023-08-09 12:44:42,4
13318,ЦБ003354,2023-08-09 12:44:42,1
13319,ЦБ013316,2023-06-30 11:41:29,5
13321,ЦБ016115,2023-06-30 11:41:29,15
13322,00004953,2023-08-24 15:44:07,2
13323,ЦБ020734,2023-05-25 12:50:08,2
13325,ЦБ018583,2023-05-25 12:51:02,2
13326,ЦБ011181,2023-05-25 12:51:45,2
13328,ЦБ015268,2023-05-25 12:53:39,2
13329,ЦБ010690,2023-05-25 12:53:39,1
13330,ЦБ006729,2023-05-25 12:53:39,2
13331,00004631,2023-05-25 12:53:39,2
13332,ЦБ021418,2023-05-25 12:53:39,1
13333,00004118,2023-05-25 12:53:39,2
13334,ЦБ008013,2023-05-25 12:53:39,1
13335,ЦБ010329,2023-05-25 12:53:39,6
13337,ЦБ018717,2023-05-25 12:53:39,2
13338,00004632,2023-05-25 12:53:39,1
13339,ЦБ017449,2023-05-25 12:53:39,2
13341,ЦБ017506,2023-05-25 13:00:21,2
13344,ЦБ001551,2023-05-25 14:17:58,16
13345,00004036,2023-05-25 14:17:58,2
13348,00004110,2023-11-17 15:10:28,2
13349,ЦБ019475,2023-06-30 11:41:29,2
13350,ЦБ019476,2023-06-30 11:41:29,2
13351,00004775,2023-06-30 11:41:29,1
13353,ЦБ023529,2023-06-30 11:41:29,1
13354,ЦБ019310,2023-11-17 15:10:28,5
13355,ЦБ005368,2023-08-21 15:23:26,10
13356,00004584,2023-08-21 15:23:26,2
13357,00004940,2023-08-21 15:23:26,1
13358,ЦБ012819,2023-08-21 15:23:26,1
13359,ЦБ013315,2023-06-15 16:28:51,1
13360,ЦБ002718,2023-06-15 16:28:51,1
13362,ЦБ023268,2023-05-25 17:06:43,1
13363,ЦБ019999,2023-05-25 17:06:43,1
13365,00004549,2023-05-25 17:06:43,4
13366,00004633,2023-05-25 17:06:43,1
13367,ЦБ003170,2023-05-25 17:06:43,1
13368,ЦБ016388,2023-05-25 17:06:43,1
13369,ЦБ010111,2023-05-25 17:06:43,2
13371,00003275,2023-05-25 17:06:43,1
13372,ЦБ017157,2023-05-25 17:06:43,2
13374,ЦБ009131,2023-05-25 17:06:43,1
13375,ЦБ010100,2023-05-25 17:06:43,3
13376,ЦБ011181,2023-05-25 17:06:43,1
13377,ЦБ022411,2023-05-25 17:17:17,1
13378,ЦБ008886,2023-05-25 17:17:17,1
13379,ЦБ011274,2023-05-25 17:17:17,1
13381,ЦБ009468,2023-05-25 17:17:17,1
13382,00004558,2023-05-25 17:17:17,1
13383,00004637,2023-05-25 17:47:22,2
13384,00004636,2023-05-25 17:47:22,2
13385,ЦБ002724,2023-06-15 16:28:51,1
13386,00003989,2023-06-15 16:28:51,1
13388,ЦБ017801,2023-06-15 16:28:51,2
13389,ЦБ007069,2023-06-15 16:28:51,1
13390,ЦБ018228,2023-06-15 16:28:51,2
13392,00004801,2023-08-24 15:44:07,2
13393,00003907,2023-08-24 15:44:07,2
13396,00004358,2023-08-29 12:09:07,1
13401,00004503,2023-05-26 17:17:36,2
13402,ЦБ021554,2023-05-26 17:18:29,3
13403,ЦБ021010,2023-05-26 17:18:29,1
13405,ЦБ006841,2023-05-26 13:01:19,1
13406,ЦБ018370,2023-05-26 13:02:38,2
13409,00004640,2023-05-26 13:05:38,1
13410,ЦБ022385,2023-05-26 13:05:38,40
13411,ЦБ016165,2023-05-26 13:05:38,2
13412,ЦБ017820,2023-05-26 13:05:38,2
13413,ЦБ010669,2023-05-26 13:05:38,1
13414,ЦБ016387,2023-05-26 13:05:38,1
13415,ЦБ013165,2023-05-26 13:05:38,3
13416,ЦБ023146,2023-05-26 13:05:38,1
13417,ЦБ021251,2023-05-26 13:05:38,2
13418,ЦБ016084,2023-05-26 13:05:38,1
13419,ЦБ019556,2023-05-26 13:05:38,1
13420,ЦБ021433,2023-05-26 13:05:38,5
13421,ЦБ021490,2023-05-26 13:05:38,1
13422,ЦБ023453,2023-05-26 13:05:38,1
13424,ЦБ021780,2023-05-26 13:05:38,6
13425,ЦБ002673,2023-05-26 13:07:30,1
13426,ЦБ018738,2023-05-26 13:07:30,2
13427,ЦБ018395,2023-05-26 13:10:32,2
13428,ЦБ001267,2023-05-26 13:23:09,96
13430,00004673,2023-06-15 16:55:59,1
13431,ЦБ006425,2023-06-15 16:55:59,1
13432,ЦБ021068,2023-06-15 16:55:59,2
13434,ЦБ020374,2024-03-05 15:21:05,1
13435,ЦБ020375,2024-03-05 15:21:05,1
13436,ЦБ011544,2023-06-16 11:42:46,1
13437,ЦБ022433,2024-03-05 15:21:05,1
13438,ЦБ022232,2023-06-26 11:33:24,2
13439,ЦБ022483,2023-06-26 11:33:24,1
13440,ЦБ021720,2023-06-26 11:33:24,2
13441,ЦБ020089,2023-06-26 11:33:24,4
13442,ЦБ003042,2023-08-21 15:23:26,3
13443,ЦБ002593,2023-08-21 15:23:26,1
13445,ЦБ014699,2023-08-21 15:23:26,2
13446,ЦБ010450,2023-08-21 15:23:26,3
13447,ЦБ007280,2023-06-30 16:07:43,2
13448,ЦБ015703,2023-06-30 16:07:43,3
13449,ЦБ016696,2023-06-30 16:07:43,1
13450,ЦБ022604,2023-06-30 16:07:43,1
13451,00004779,2023-06-30 16:07:43,2
13452,ЦБ013535,2023-06-15 17:10:30,36
13453,00003180,2023-06-16 11:43:49,10
13454,ЦБ007244,2023-06-16 11:47:03,160
13455,ЦБ021927,2023-06-16 11:47:03,28
13456,ЦБ022644,2024-03-05 15:21:05,5
13457,ЦБ003305,2024-03-05 15:21:05,3
13458,00004431,2024-03-05 15:21:05,1
13459,00005386,2024-03-05 15:23:23,2
13460,00004202,2024-08-12 14:04:25,1
13461,00006065,2024-08-12 14:04:25,8
13462,00004767,2023-06-28 12:29:18,10
13463,ЦБ018356,2023-06-28 12:29:18,10
13464,ЦБ018434,2023-06-28 12:29:18,3
13465,ЦБ004383,2023-06-28 12:29:18,2
13466,00004628,2023-06-28 12:29:18,5
13467,ЦБ021173,2023-06-28 12:29:18,1
13468,ЦБ020122,2023-05-29 14:59:39,1
13469,ЦБ002069,2023-05-29 14:59:39,1
13470,00004308,2023-05-29 15:00:34,1
13471,ЦБ007281,2023-05-29 15:00:34,2
13472,ЦБ010660,2023-05-29 15:00:34,3
13473,ЦБ022288,2023-05-29 14:59:39,1
13474,ЦБ018718,2023-05-29 14:59:39,4
13475,00004228,2023-05-29 14:59:47,2
13476,00004602,2023-05-29 14:59:58,2
13477,00004039,2023-05-29 15:00:06,2
13478,ЦБ002096,2024-03-05 15:22:57,3
13479,00005088,2024-03-05 15:22:57,2
13480,ЦБ008080,2024-08-12 14:04:25,2
13481,ЦБ014400,2024-08-12 14:04:25,4
13483,00005111,2023-10-10 17:13:06,2
13484,ЦБ002095,2023-08-21 15:23:26,1
13485,ЦБ010792,2023-08-21 15:23:26,3
13486,00004941,2023-08-21 15:23:26,4
13487,00004092,2023-08-21 15:23:26,1
13488,ЦБ004059,2023-08-21 15:23:26,1
13489,ЦБ011545,2023-08-21 15:23:26,2
13490,ЦБ002183,2023-08-21 15:23:26,2
13491,00005112,2023-10-10 17:13:06,2
13492,ЦБ018685,2023-10-10 17:13:06,1
13494,00004030,2023-06-28 12:29:18,2
13496,ЦБ015577,2023-05-29 15:00:34,4
13498,ЦБ019325,2023-05-29 15:00:34,2
13499,ЦБ009443,2023-05-29 15:00:34,1
13500,ЦБ015230,2023-05-29 15:07:57,4
13502,ЦБ008556,2023-05-29 15:07:57,1
13503,ЦБ019007,2023-05-29 15:07:57,1
13504,00004533,2023-05-29 15:07:57,1
13505,00004254,2023-05-29 15:07:57,1
13506,ЦБ019816,2023-05-29 15:07:57,2
13507,ЦБ020075,2023-05-29 15:07:57,20
13509,00004643,2023-05-29 15:07:57,1
13510,ЦБ014232,2023-05-29 15:09:05,1
13511,ЦБ023355,2023-05-29 15:09:05,1
13512,ЦБ020471,2023-05-29 15:09:05,1
13513,00004633,2023-05-29 15:09:05,1
13514,ЦБ000857,2023-08-21 15:38:36,1
13515,ЦБ023002,2023-05-29 15:09:05,2
13516,ЦБ018589,2023-05-29 15:09:05,1
13518,ЦБ003059,2023-05-29 15:09:05,1
13519,ЦБ020776,2023-05-29 15:09:05,2
13520,ЦБ023721,2023-05-29 15:09:05,2
13522,ЦБ015249,2023-05-29 15:09:05,1
13523,ЦБ015166,2023-05-29 15:09:05,2
13524,00002909,2023-05-29 15:09:05,2
13525,00003322,2023-05-29 15:09:05,1
13526,ЦБ018796,2023-05-29 15:09:25,1
13527,ЦБ022841,2023-05-29 15:09:25,2
13528,ЦБ020162,2023-05-29 15:09:25,1
13529,00004199,2023-05-29 15:09:25,1
13530,ЦБ022475,2023-04-14 12:24:11,1
13531,ЦБ022476,2023-04-14 12:24:11,6
13535,00004236,2023-06-15 17:30:45,1
13536,ЦБ017857,2023-07-27 14:51:23,1
13537,ЦБ008381,2024-08-12 14:04:25,2
13538,ЦБ007381,2023-05-29 17:09:25,1
13541,ЦБ020162,2023-05-29 17:09:25,1
13542,ЦБ011559,2023-05-29 17:09:25,2
13543,ЦБ014112,2023-05-29 17:09:25,1
13544,ЦБ013067,2023-05-29 17:09:25,2
13549,ЦБ020497,2023-05-29 17:10:20,2
13550,ЦБ013535,2023-07-27 14:52:56,72
13551,ЦБ007632,2023-07-27 14:53:53,8
13552,ЦБ023139,2023-07-27 14:53:53,1
13553,00004838,2023-07-27 14:53:53,1
13554,ЦБ008285,2024-03-06 12:42:41,1
13555,ЦБ018668,2023-06-28 12:29:18,1
13556,ЦБ004465,2023-06-28 12:29:18,1
13557,ЦБ018716,2024-03-06 12:42:41,1
13558,00004647,2023-05-30 12:14:36,2
13560,00004445,2023-05-30 12:14:36,1
13561,00004467,2023-05-30 12:14:36,1
13562,00004565,2023-05-30 12:15:12,2
13563,00004570,2023-05-30 12:15:12,2
13564,00004469,2023-05-30 12:21:56,2
13565,ЦБ022807,2023-05-30 12:21:56,2
13566,ЦБ018366,2023-06-16 12:26:24,3
13567,ЦБ018369,2023-06-16 12:26:24,1
13568,ЦБ022293,2023-06-16 12:26:24,1
13569,ЦБ003475,2023-06-16 12:26:24,1
13570,00003520,2023-06-16 12:26:24,1
13571,ЦБ005787,2023-06-16 12:26:24,3
13573,ЦБ021402,2023-06-19 11:24:58,1
13574,ЦБ021868,2023-06-19 11:24:58,6
13575,ЦБ021075,2023-06-19 11:24:58,1
13576,00004501,2023-06-19 11:24:58,4
13577,ЦБ017729,2023-06-28 12:29:18,1
13578,ЦБ008032,2023-06-28 12:29:18,5
13579,ЦБ001225,2023-06-28 12:29:18,3
13580,ЦБ021432,2023-06-28 12:29:18,3
13581,ЦБ018753,2023-06-28 12:29:18,3
13583,00004536,2023-06-28 12:29:18,20
13584,ЦБ007052,2023-06-30 16:09:28,1
13586,ЦБ015346,2023-07-03 10:57:24,2
13588,ЦБ019015,2023-07-03 10:58:01,2
13591,ЦБ018393,2023-06-19 11:25:40,1
13592,00003902,2023-06-19 11:25:40,1
13593,ЦБ023409,2023-06-19 11:25:40,1
13594,ЦБ021432,2023-06-19 11:25:40,1
13595,ЦБ022366,2023-06-19 11:25:40,1
13596,ЦБ020162,2023-06-19 11:29:01,4
13598,00004473,2023-06-26 12:26:19,2
13599,ЦБ009344,2023-06-26 12:26:31,1
13600,00003795,2023-06-28 12:33:36,3
13602,ЦБ021047,2023-06-28 12:33:57,2
13603,ЦБ021199,2023-05-30 15:54:45,1
13604,ЦБ022592,2023-05-30 15:54:45,2
13605,ЦБ014294,2023-05-30 15:54:45,4
13606,ЦБ006431,2023-06-30 12:38:08,2
13609,ЦБ019906,2023-06-30 12:38:08,3
13610,ЦБ018725,2023-07-03 10:58:16,2
13611,ЦБ003533,2023-07-03 14:09:34,1
13612,ЦБ007229,2023-05-30 15:54:45,3
13613,ЦБ010726,2023-05-30 15:54:45,1
13615,ЦБ002300,2023-05-30 15:55:30,10
13617,00003264,2023-05-30 15:55:30,1
13618,ЦБ004466,2023-05-30 15:55:30,2
13619,ЦБ017673,2023-05-30 15:55:30,4
13620,00004548,2023-05-30 15:55:30,3
13621,ЦБ022540,2023-05-30 15:56:05,1
13624,00004503,2023-05-30 15:57:20,2
13625,00004650,2023-05-30 15:57:20,2
13626,ЦБ021047,2023-05-30 15:57:20,2
13627,00004228,2023-05-30 15:57:20,3
13628,ЦБ010222,2023-05-30 15:57:20,1
13629,00003917,2023-05-30 15:57:20,2
13630,ЦБ022790,2023-05-30 15:57:20,1
13631,ЦБ004396,2023-05-30 15:57:20,1
13632,ЦБ011437,2023-05-30 15:57:20,2
13633,ЦБ002762,2023-05-30 15:57:20,4
13634,ЦБ013517,2023-05-30 15:57:20,2
13635,00004513,2023-05-30 15:57:20,2
13636,ЦБ007070,2023-06-16 12:52:52,1
13637,ЦБ017153,2023-07-27 14:56:00,10
13639,ЦБ020272,2023-05-30 16:56:09,1
13640,00004534,2023-05-30 16:56:09,1
13642,ЦБ022456,2023-07-27 14:56:00,1
13643,ЦБ018198,2023-07-27 14:56:00,1
13644,ЦБ010094,2023-05-31 10:28:06,2
13646,ЦБ012952,2023-05-31 10:28:06,6
13647,ЦБ017020,2023-05-31 10:28:06,3
13648,ЦБ014133,2023-06-26 12:27:16,5
13649,00004672,2023-06-26 12:27:16,1
13650,ЦБ015279,2023-06-26 12:27:16,6
13651,ЦБ015221,2023-06-26 12:27:16,2
13653,ЦБ017157,2023-06-26 12:27:16,3
13655,ЦБ018583,2023-06-26 12:27:16,1
13656,00003232,2023-06-26 12:27:16,4
13657,ЦБ008446,2023-07-27 14:56:00,2
13658,00003694,2023-07-27 14:56:00,1
13659,ЦБ002603,2023-07-27 14:56:00,2
13660,ЦБ019749,2023-07-27 14:56:00,5
13662,00003901,2023-07-27 14:56:00,5
13663,ЦБ016491,2023-07-27 14:56:00,2
13664,ЦБ022539,2024-03-06 12:44:05,1
13666,ЦБ021892,2023-06-19 11:29:42,1
13667,00003223,2023-06-20 09:32:12,1
13668,ЦБ001768,2023-06-26 12:27:16,2
13670,ЦБ010729,2024-04-08 14:10:29,2
13671,ЦБ022219,2024-04-08 14:10:29,20
13673,ЦБ005912,2024-04-08 14:22:04,1
13674,00004380,2024-04-08 14:22:04,1
13675,ЦБ023033,2024-04-08 14:22:04,10
13678,ЦБ022045,2023-08-31 11:45:04,1
13679,ЦБ023552,2023-08-31 11:45:04,1
13681,ЦБ021765,2023-06-16 14:28:37,1
13682,ЦБ004070,2023-06-16 14:28:37,4
13683,ЦБ023331,2023-06-16 14:28:37,1
13685,ЦБ015160,2023-06-16 14:28:37,2
13686,ЦБ022644,2023-06-16 14:28:37,3
13687,ЦБ022736,2023-06-16 14:28:37,2
13689,00003533,2023-06-16 14:28:37,10
13695,ЦБ021116,2023-06-26 12:27:54,2
13696,ЦБ018869,2023-06-26 12:27:54,2
13698,ЦБ022961,2023-06-26 12:27:54,1
13699,ЦБ008073,2023-06-26 12:27:54,1
13700,ЦБ023093,2023-06-26 12:27:54,1
13701,00003779,2023-06-26 12:27:54,1
13702,ЦБ001774,2023-06-26 12:27:54,1
13703,ЦБ018917,2023-06-28 12:51:49,4
13704,00004028,2023-06-16 15:11:10,4
13707,ЦБ022826,2024-05-31 15:25:05,2
13708,ЦБ010535,2024-05-31 15:25:05,10
13709,00004756,2023-06-26 12:35:53,2
13710,ЦБ020497,2023-06-28 12:51:49,2
13713,00004782,2023-07-03 10:58:49,10
13714,ЦБ007328,2023-07-03 14:09:34,2
13715,00003707,2023-05-22 15:15:17,2
13716,00003780,2023-05-22 15:15:17,1
13717,ЦБ023108,2023-05-22 15:15:17,1
13718,ЦБ005368,2023-05-22 15:15:17,5
13719,ЦБ019590,2023-07-03 14:09:34,46
13720,00003039,2023-07-03 14:09:34,4
13723,ЦБ011918,2023-07-03 14:10:01,5
13724,ЦБ022381,2023-07-03 14:10:01,1
13725,00003694,2023-07-03 14:10:01,1
13726,ЦБ014021,2023-07-03 14:10:01,2
13727,ЦБ017941,2023-05-22 15:15:17,1
13728,ЦБ003059,2023-05-22 15:15:17,2
13729,ЦБ023146,2023-05-22 15:15:17,2
13730,ЦБ021251,2023-05-22 15:15:17,2
13732,ЦБ006425,2023-05-22 15:15:17,1
13734,00004611,2023-05-22 15:15:17,2
13736,ЦБ015869,2023-05-22 15:15:17,6
13738,ЦБ011179,2023-05-22 15:15:17,3
13739,ЦБ022805,2023-05-22 15:15:17,3
13741,ЦБ022986,2023-05-22 15:15:17,1
13742,ЦБ021381,2023-05-22 15:15:17,3
13744,ЦБ002842,2023-05-22 15:15:17,10
