,kod,data,kolichestvo
24864,ЦБ015577,2024-09-11 12:15:27,8
24865,ЦБ018843,2024-07-25 15:55:14,1
24866,ЦБ018844,2024-07-25 15:55:14,1
24867,00005888,2024-07-25 15:55:14,2
24868,ЦБ004466,2024-07-25 15:55:14,2
24869,ЦБ011245,2024-07-25 15:57:27,2
24870,00004433,2024-07-25 15:57:27,1
24871,ЦБ012051,2024-07-25 15:57:27,4
24873,ЦБ020250,2024-09-11 12:15:27,2
24874,ЦБ002742,2024-09-11 12:15:27,1
24875,00006161,2024-09-11 12:15:27,1
24877,ЦБ007052,2024-07-25 15:59:37,2
24878,ЦБ008013,2024-07-25 15:59:37,2
24879,00004789,2024-09-11 12:15:27,5
24880,ЦБ021276,2024-09-11 12:15:27,1
24881,00004153,2024-07-25 16:01:00,40
24882,ЦБ020811,2024-07-25 16:00:31,8
24883,ЦБ022232,2024-07-25 16:00:31,2
24884,ЦБ016226,2024-07-25 16:00:31,4
24885,00003067,2024-07-25 16:00:31,8
24886,ЦБ009468,2024-09-11 12:15:27,2
24887,ЦБ021003,2024-09-11 12:15:27,1
24888,ЦБ001165,2024-09-11 12:15:27,1
24889,ЦБ010264,2024-09-11 12:15:27,1
24890,ЦБ017075,2024-07-25 16:10:17,3
24891,00003289,2024-07-25 16:10:17,10
24893,ЦБ017548,2024-07-25 16:10:17,5
24894,ЦБ005368,2024-07-25 16:10:17,30
24895,ЦБ018648,2024-07-25 16:10:17,1
24896,ЦБ003560,2024-07-25 16:10:17,32
24897,ЦБ013726,2024-07-25 16:10:17,1
24899,ЦБ021333,2024-07-25 16:10:17,1
24900,ЦБ002958,2024-07-25 16:10:17,2
24901,ЦБ003952,2024-07-25 16:10:17,2
24902,ЦБ014034,2024-07-25 16:10:17,1
24903,ЦБ007229,2024-07-25 16:10:17,3
24904,ЦБ003949,2024-07-25 16:10:17,1
24905,ЦБ002827,2024-07-25 16:10:17,8
24906,ЦБ013907,2024-07-25 16:10:17,1
24907,ЦБ011179,2024-07-25 16:10:17,2
24908,ЦБ019475,2024-07-25 16:10:17,1
24909,00004093,2024-07-25 16:10:17,5
24910,00006024,2024-07-25 16:10:17,5
24911,ЦБ017806,2024-07-25 16:10:17,4
24912,ЦБ023402,2024-07-25 16:10:17,2
24913,ЦБ023185,2024-07-25 16:10:17,3
24915,00003194,2024-07-25 16:12:13,2
24917,ЦБ017226,2024-07-25 17:32:51,10
24918,00003855,2024-07-25 17:32:51,1
24919,ЦБ019342,2024-07-25 17:33:30,1
24920,ЦБ019341,2024-07-25 17:33:57,1
24921,ЦБ004383,2024-07-25 17:33:57,1
24922,ЦБ005417,2024-07-25 17:38:52,2
24923,00006025,2024-07-25 17:38:52,2
24924,ЦБ008091,2024-07-25 17:38:52,2
24925,00006026,2024-07-26 11:32:46,16
24926,ЦБ014459,2024-07-26 11:32:46,14
24927,00006027,2024-07-26 11:32:46,14
24928,ЦБ016503,2024-07-26 11:32:46,2
24929,00003838,2024-07-26 14:23:44,1
24930,ЦБ018356,2024-07-26 14:25:52,5
24931,ЦБ018419,2024-07-26 14:25:52,10
24932,ЦБ019702,2024-07-26 14:25:52,1
24935,ЦБ017793,2024-07-26 14:26:46,10
24936,ЦБ011451,2024-07-26 14:26:46,1
24937,ЦБ016528,2024-07-26 14:26:46,5
24938,ЦБ010336,2024-07-26 14:26:46,1
24940,00005244,2024-07-26 14:26:46,1
24941,ЦБ023298,2024-07-26 14:26:46,1
24942,00003068,2024-07-26 14:27:07,4
24944,ЦБ001338,2024-07-26 14:29:33,5
24945,ЦБ023251,2024-07-26 14:29:33,2
24946,ЦБ005600,2024-07-26 14:31:07,2
24947,ЦБ005602,2024-07-26 14:31:07,3
24948,ЦБ003041,2024-07-26 14:31:07,2
24949,00004165,2024-07-26 14:31:07,10
24950,ЦБ012528,2024-07-26 14:31:07,1
24952,ЦБ018659,2024-07-26 14:33:05,2
24953,00006005,2024-08-28 15:53:25,2
24954,ЦБ018638,2024-08-28 15:53:25,1
24955,ЦБ000857,2024-08-28 15:53:25,1
24956,00006006,2024-07-26 14:31:40,1
24957,ЦБ016965,2024-07-26 14:31:40,2
24958,ЦБ015847,2024-07-26 14:31:40,8
24959,ЦБ013518,2024-07-26 14:31:40,1
24960,ЦБ009280,2024-07-26 14:31:40,2
24961,ЦБ018589,2024-07-26 14:45:17,1
24962,ЦБ002791,2024-08-28 15:53:25,8
24963,00004628,2024-08-28 15:53:25,10
24964,ЦБ015770,2024-08-28 15:53:25,1
24965,ЦБ010696,2024-08-28 15:53:25,2
24966,00003264,2024-07-26 14:57:25,2
24967,ЦБ010731,2024-07-26 14:57:25,4
24968,00003803,2024-07-26 15:28:03,20
24969,ЦБ015871,2024-07-26 15:28:36,1
24970,ЦБ003170,2024-07-26 15:28:36,2
24971,ЦБ005150,2024-07-26 15:28:36,9
24972,ЦБ022944,2024-07-26 15:28:36,1
24973,ЦБ014528,2024-07-26 15:28:36,1
24974,00005623,2024-07-26 15:28:36,1
24975,ЦБ004466,2024-07-26 18:03:23,2
24976,ЦБ011376,2024-08-28 15:53:25,1
24977,00004472,2024-07-29 10:43:48,3
24978,00004388,2024-07-29 10:43:48,1
24979,00004706,2024-07-29 10:45:32,5
24980,ЦБ020749,2024-07-29 10:45:55,2
24981,ЦБ018121,2024-07-29 10:45:55,2
24982,ЦБ003092,2024-07-29 10:46:22,2
24983,ЦБ010711,2024-07-29 10:46:53,2
24985,ЦБ020327,2024-08-28 15:53:25,4
24986,ЦБ021217,2024-08-28 15:53:25,1
24987,ЦБ017004,2024-08-28 15:53:25,1
24988,ЦБ011544,2024-08-28 15:53:25,2
24989,00004250,2024-09-11 15:20:29,1
24991,00004566,2024-07-29 15:16:08,1
24992,00005565,2024-07-29 15:16:08,1
24993,ЦБ005663,2024-07-29 15:16:32,3
24994,ЦБ013165,2024-07-29 15:16:32,2
24995,ЦБ017716,2024-07-29 15:16:32,5
24996,ЦБ021529,2024-07-29 15:17:30,2
24997,ЦБ023473,2024-07-29 15:17:30,1
24998,ЦБ001045,2024-07-29 15:17:30,1
24999,ЦБ020131,2024-07-29 15:17:30,1
25000,ЦБ020132,2024-07-29 15:17:30,1
25002,ЦБ021418,2024-07-29 15:17:30,2
25003,ЦБ021720,2024-07-29 15:17:30,2
25004,ЦБ021433,2024-07-29 15:17:30,10
25005,ЦБ022916,2024-07-29 15:17:30,2
25006,ЦБ021543,2024-07-29 15:18:22,3
25007,00006030,2024-07-29 15:18:22,1
25008,ЦБ001958,2024-07-29 15:18:22,3
25009,ЦБ011297,2024-07-29 15:18:22,2
25010,ЦБ010536,2024-07-29 15:18:22,2
25011,ЦБ013674,2024-07-29 15:18:22,2
25012,ЦБ020812,2024-07-29 15:18:22,2
25014,00003634,2024-07-29 16:29:20,2
25015,00006031,2024-07-29 16:29:41,1
25016,00003574,2024-07-29 16:30:30,1
25017,00003547,2024-07-29 16:30:30,2
25018,ЦБ001329,2024-07-29 16:30:30,1
25019,ЦБ004111,2024-07-29 16:30:30,2
25020,ЦБ023569,2024-07-29 16:30:30,2
25021,ЦБ006556,2024-07-29 16:30:30,3
25022,ЦБ003949,2024-07-29 16:30:30,2
25023,ЦБ002618,2024-07-29 16:30:30,4
25024,00005696,2024-07-29 16:30:30,2
25025,ЦБ021034,2024-07-29 16:31:15,1
25026,00006032,2024-07-29 16:31:15,1
25027,ЦБ004070,2024-07-29 16:31:15,2
25028,ЦБ013999,2024-07-29 16:31:15,1
25029,ЦБ011559,2024-07-29 16:31:15,2
25031,ЦБ010729,2024-07-29 16:31:15,4
25032,ЦБ007381,2024-07-29 16:32:03,2
25033,ЦБ018207,2024-07-29 16:32:03,8
25034,00003986,2024-07-29 16:32:03,8
25035,ЦБ010931,2024-07-29 16:32:03,2
25036,ЦБ018655,2024-07-29 16:32:03,1
25037,ЦБ021542,2024-07-29 16:32:03,4
25038,ЦБ015743,2024-07-29 16:32:03,1
25040,00006122,2024-08-28 16:35:42,1
25041,00006123,2024-08-28 16:35:42,1
25043,ЦБ020811,2024-09-19 14:49:44,10
25044,00004604,2024-09-19 14:49:44,2
25045,ЦБ020984,2024-09-19 14:49:44,3
25046,ЦБ014262,2024-09-19 14:49:44,1
25047,00003690,2024-09-19 14:49:44,2
25048,00004460,2024-09-19 14:49:44,6
25049,ЦБ015286,2024-09-19 14:49:44,3
25050,ЦБ010453,2024-09-19 14:49:44,2
25051,ЦБ019339,2024-09-19 14:49:44,6
25052,ЦБ023556,2024-09-19 14:49:44,1
25053,ЦБ020734,2024-09-19 14:49:44,3
25054,ЦБ009309,2024-09-19 14:49:44,1
25055,ЦБ021051,2024-09-19 14:49:44,4
25056,ЦБ021984,2024-09-19 14:49:44,5
25057,ЦБ019179,2024-09-19 14:49:44,3
25058,ЦБ016310,2024-09-19 14:49:44,1
25059,00006124,2024-08-28 17:00:39,2
25060,ЦБ019943,2024-09-19 16:22:03,1
25061,ЦБ018759,2024-09-19 16:22:03,1
25062,00006075,2024-08-28 17:07:04,2
25063,ЦБ004866,2024-09-19 16:22:25,1
25064,ЦБ020810,2024-09-19 16:22:25,2
25065,ЦБ017903,2024-10-02 16:38:13,1
25066,ЦБ019055,2024-08-28 17:07:53,5
25067,ЦБ004070,2024-08-28 17:07:53,1
25068,ЦБ014337,2024-08-28 17:07:53,2
25069,ЦБ020348,2024-08-28 17:07:53,4
25070,ЦБ022230,2024-08-28 17:07:53,1
25071,ЦБ001982,2024-08-28 17:07:53,3
25072,ЦБ009738,2024-08-28 17:07:53,10
25073,ЦБ019901,2024-08-28 17:09:15,1
25074,ЦБ008896,2024-08-28 17:09:15,4
25075,ЦБ005147,2024-08-28 17:09:15,1
25076,ЦБ010352,2024-08-28 17:09:15,4
25077,ЦБ022824,2024-08-28 17:09:15,1
25078,ЦБ009220,2024-08-28 17:09:15,1
25079,ЦБ009264,2024-08-28 17:09:15,1
25080,00006081,2024-08-28 17:09:15,1
25081,ЦБ022805,2024-08-28 17:09:15,5
25082,ЦБ017806,2024-08-28 17:09:15,4
25083,ЦБ001567,2024-08-28 17:09:15,1
25084,00004875,2024-08-28 17:09:15,1
25085,00003810,2024-08-28 17:10:31,1
25086,ЦБ017000,2024-08-28 17:10:31,1
25087,00004576,2024-08-28 17:10:31,3
25088,ЦБ016504,2024-07-30 14:13:21,4
25089,ЦБ020976,2024-07-30 14:13:21,1
25090,ЦБ010169,2024-07-30 14:13:21,1
25091,ЦБ020421,2024-07-30 14:13:21,4
25092,00003962,2024-07-30 14:13:21,40
25093,ЦБ019055,2024-07-30 14:13:21,1
25094,ЦБ002870,2024-07-30 14:13:21,3
25095,ЦБ006531,2024-07-30 14:29:56,1
25096,ЦБ006626,2024-07-30 14:29:56,2
25097,ЦБ020776,2024-07-30 14:29:56,2
25098,ЦБ005147,2024-07-30 14:29:56,1
25099,ЦБ020854,2024-07-30 14:29:56,1
25100,ЦБ001943,2024-07-30 14:29:56,1
25101,ЦБ010711,2024-07-30 14:29:56,4
25102,ЦБ017790,2024-07-30 14:29:56,2
25103,ЦБ016179,2024-07-30 14:29:56,3
25104,ЦБ013517,2024-07-30 14:29:56,1
25105,00003618,2024-07-30 14:29:56,3
25106,ЦБ011001,2024-07-30 14:29:56,10
25107,ЦБ001567,2024-07-30 14:29:56,1
25108,ЦБ022720,2024-07-30 14:29:56,1
25109,00006034,2024-07-30 14:13:54,1
25110,ЦБ022883,2024-07-30 14:13:54,4
25111,ЦБ020810,2024-07-30 14:13:54,10
25112,00004577,2024-08-28 17:10:31,1
25113,ЦБ011792,2024-08-28 17:10:31,4
25114,ЦБ003487,2024-08-28 17:10:31,1
25115,ЦБ015869,2024-08-28 17:10:31,2
25116,00003735,2024-08-28 17:10:31,5
25118,ЦБ014418,2024-08-28 17:10:31,1
25120,00003957,2024-09-20 12:03:46,4
25121,00006121,2024-08-28 17:39:47,1
25122,00006120,2024-08-28 17:39:47,1
25123,ЦБ016993,2024-07-30 14:29:56,5
25124,ЦБ017872,2024-07-30 14:29:56,4
25125,ЦБ003421,2024-07-30 14:29:56,4
25126,ЦБ016083,2024-07-30 14:29:56,1
25127,ЦБ023010,2024-07-30 14:29:56,1
25128,ЦБ018688,2024-07-30 14:29:56,2
25129,ЦБ006841,2024-07-30 14:29:56,1
25130,00006035,2024-07-30 14:29:56,1
25131,ЦБ022754,2024-07-30 14:29:56,2
25132,ЦБ013045,2024-07-30 14:55:32,1
25133,ЦБ018729,2024-07-30 14:55:32,3
25134,ЦБ001738,2024-07-30 14:55:32,4
25135,ЦБ001751,2024-07-30 14:56:43,1
25136,00004569,2024-07-30 14:56:43,1
25137,ЦБ022487,2024-07-30 14:58:05,1
25138,ЦБ021372,2024-07-30 14:58:51,1
25139,00003188,2024-07-30 14:58:51,1
25140,00003753,2024-07-30 14:58:51,1
25141,ЦБ019719,2024-07-30 14:58:51,2
25142,ЦБ001559,2024-07-30 14:58:51,100
25143,ЦБ011036,2024-08-29 11:05:53,1
25144,ЦБ018729,2024-08-29 11:05:53,2
25145,ЦБ018448,2024-09-20 12:04:17,4
25146,00004756,2024-09-20 12:04:17,2
25147,ЦБ018574,2024-10-02 17:11:07,2
25148,00004445,2024-10-02 17:11:07,2
25149,00004467,2024-10-02 17:11:07,2
25150,ЦБ010779,2024-07-30 16:28:58,2
25151,00003850,2024-10-02 17:11:52,2
25152,00005347,2024-10-03 15:21:18,2
25153,ЦБ022396,2024-10-03 15:21:18,5
25154,ЦБ022024,2024-10-03 15:21:18,2
25156,ЦБ018355,2024-07-30 16:27:47,2
25157,ЦБ016481,2024-07-30 16:27:47,1
25158,ЦБ020471,2024-09-19 17:02:21,10
25159,ЦБ022232,2024-09-19 17:02:21,2
25160,ЦБ018393,2024-09-19 17:02:21,2
25161,ЦБ017204,2024-07-30 16:35:43,4
25162,ЦБ016471,2024-07-30 16:35:43,2
25163,00006013,2024-07-30 16:35:43,2
25164,00003150,2024-07-30 16:35:43,2
25165,00003068,2024-07-30 16:35:43,4
25166,ЦБ001757,2024-07-30 16:35:43,2
25167,ЦБ001755,2024-07-30 16:35:43,2
25168,00006037,2024-07-31 10:51:37,2
25169,ЦБ007336,2024-09-20 12:04:56,2
25171,ЦБ010687,2024-09-20 12:04:56,1
25172,ЦБ022644,2024-09-20 12:04:56,10
25173,ЦБ012903,2024-09-26 12:02:17,4
25174,ЦБ012900,2024-09-26 12:02:17,2
25175,ЦБ019310,2024-08-29 11:06:28,1
25176,ЦБ001738,2024-08-29 11:06:28,2
25177,00006163,2024-09-11 16:45:52,1
25178,00004039,2024-09-11 16:45:52,1
25179,ЦБ022477,2024-09-19 17:02:53,1
25181,ЦБ021164,2024-07-31 14:54:37,1
25182,ЦБ016091,2024-07-31 14:54:37,1
25183,ЦБ011792,2024-07-31 14:54:37,2
25184,ЦБ020836,2024-07-31 14:54:37,2
25185,00004789,2024-07-31 14:54:37,1
25186,ЦБ011214,2024-07-31 14:54:37,1
25187,00003048,2024-07-31 14:54:37,3
25188,ЦБ005432,2024-07-31 14:54:37,3
25189,00003914,2024-09-19 17:02:53,2
25190,ЦБ022603,2024-09-19 17:02:53,3
25191,ЦБ008460,2024-09-19 17:02:53,1
25192,ЦБ017800,2024-09-19 17:04:05,1
25193,ЦБ018728,2024-09-19 17:04:05,4
25194,ЦБ017835,2024-09-26 12:02:17,2
25195,ЦБ011582,2024-09-26 12:02:17,1
25196,00004344,2024-09-26 12:02:17,1
25197,00004039,2024-09-26 12:02:17,2
25198,ЦБ002761,2024-07-31 14:54:37,1
25199,ЦБ009389,2024-07-31 14:54:37,10
25201,ЦБ003060,2024-07-31 14:54:37,2
25203,00004124,2024-07-31 14:54:37,1
25204,ЦБ019217,2024-07-31 14:55:22,1
25205,ЦБ005926,2024-07-31 14:55:22,1
25206,ЦБ022833,2024-07-31 14:55:22,1
25207,ЦБ022098,2024-07-31 14:55:22,1
25208,ЦБ013012,2024-07-31 14:55:22,2
25209,ЦБ018741,2024-07-31 14:55:48,6
25210,ЦБ001750,2024-07-31 14:55:48,1
25211,ЦБ002361,2024-08-29 11:11:46,2
25212,00004681,2024-08-29 11:11:46,1
25213,ЦБ018659,2024-07-31 15:39:42,2
25214,ЦБ016485,2024-07-31 15:40:12,6
25215,00003714,2024-07-31 15:40:45,2
25216,ЦБ006738,2024-07-31 15:40:45,1
25217,00004038,2024-07-31 15:40:45,1
25218,00005244,2024-07-31 15:40:45,1
25219,ЦБ011125,2024-07-31 15:40:45,1
25220,ЦБ020602,2024-07-31 15:40:45,2
25221,00006039,2024-07-31 16:39:09,1
25222,ЦБ017487,2024-07-31 16:39:09,1
25223,ЦБ014590,2024-08-29 11:11:46,2
25224,00006040,2024-08-01 09:01:52,1
25225,00006126,2024-08-29 11:11:46,2
25226,ЦБ007571,2024-09-11 16:33:36,4
25227,ЦБ023558,2024-09-26 12:02:17,2
25229,ЦБ022658,2024-09-26 12:02:17,1
25230,ЦБ016018,2024-09-26 12:02:17,2
25233,00006206,2024-09-26 12:02:17,2
25234,00003735,2024-09-26 12:02:17,10
25235,ЦБ017132,2024-08-01 11:48:48,4
25236,ЦБ015703,2024-08-01 11:50:11,10
25237,ЦБ021942,2024-08-01 11:50:11,2
25238,00004799,2024-08-01 11:50:11,2
25239,ЦБ023232,2024-09-11 16:45:15,2
25240,ЦБ005815,2024-09-11 16:45:15,3
25241,00006162,2024-09-11 16:45:15,2
25242,ЦБ017020,2024-09-11 16:45:15,1
25243,ЦБ021276,2024-09-11 16:46:49,2
25244,ЦБ002896,2024-09-11 16:46:49,4
25245,ЦБ003582,2024-09-11 16:46:49,23
25246,00006046,2024-09-11 16:46:49,1
25247,ЦБ017059,2024-09-11 16:46:49,5
25248,ЦБ011754,2024-09-11 16:48:15,10
25249,ЦБ006841,2024-09-11 16:48:15,1
25250,ЦБ017287,2024-09-11 16:48:15,2
25251,ЦБ017087,2024-09-11 16:48:15,1
25253,ЦБ004555,2024-09-11 16:48:15,1
25254,00006000,2024-08-01 11:50:11,1
25255,ЦБ022473,2024-08-01 11:50:11,1
25256,ЦБ003155,2024-08-01 11:50:11,1
25257,ЦБ014348,2024-08-01 11:50:11,3
25258,ЦБ021335,2024-08-01 11:50:11,4
25259,ЦБ019310,2024-08-01 11:50:11,3
25260,ЦБ001567,2024-08-01 11:50:11,1
25261,ЦБ005891,2024-09-11 16:47:10,1
25264,ЦБ002300,2024-09-26 12:08:32,15
25265,ЦБ022320,2024-09-26 12:08:32,3
25266,ЦБ005783,2024-09-26 12:08:32,1
25267,ЦБ017372,2024-08-29 12:14:20,2
25268,ЦБ005212,2024-09-11 16:48:15,2
25269,ЦБ014686,2024-09-11 16:48:15,1
25270,ЦБ020573,2024-09-11 16:48:15,2
25271,ЦБ021404,2024-09-11 16:48:15,1
25272,ЦБ010010,2024-09-11 16:48:15,4
25273,ЦБ020727,2024-09-11 16:48:15,1
25274,ЦБ014418,2024-09-11 16:48:15,1
25275,ЦБ018759,2024-09-20 15:06:51,1
25278,00004443,2024-09-26 12:07:51,8
25279,00004433,2024-08-01 15:38:37,9
25280,ЦБ023583,2024-08-01 15:39:23,1
25281,ЦБ018589,2024-08-01 15:39:23,1
25282,00003155,2024-08-01 15:39:23,4
25283,ЦБ020472,2024-08-01 15:41:13,3
25285,ЦБ005013,2024-08-01 15:41:13,2
25287,ЦБ020122,2024-08-29 12:27:31,1
25288,ЦБ011918,2024-08-29 12:27:31,4
25289,ЦБ017902,2024-08-29 12:27:31,8
25290,ЦБ006431,2024-08-29 12:27:31,1
25291,ЦБ019325,2024-08-29 12:27:31,2
25292,00006128,2024-08-29 12:27:31,1
25293,00006127,2024-08-29 12:27:31,1
25294,00005827,2024-09-11 17:04:15,2
25295,ЦБ018210,2024-09-11 17:04:15,2
25296,ЦБ011886,2024-09-11 17:04:15,4
25297,00006164,2024-09-11 17:04:15,10
25298,ЦБ010334,2024-09-20 15:07:38,3
25299,ЦБ021458,2024-08-01 15:44:08,10
25301,ЦБ019955,2024-08-01 15:44:08,5
25303,ЦБ002082,2024-08-01 15:44:08,4
25304,ЦБ014917,2024-08-01 15:44:08,2
25305,ЦБ002958,2024-08-01 15:44:08,4
25306,ЦБ009488,2024-08-01 15:44:08,2
25307,00004836,2024-08-01 15:41:13,9
25308,ЦБ015577,2024-08-01 15:41:13,4
25309,ЦБ018371,2024-08-01 15:41:13,1
25310,ЦБ022604,2024-08-01 15:41:13,2
25311,ЦБ010687,2024-08-01 15:41:13,1
25313,ЦБ002108,2024-08-01 15:41:13,1
25314,ЦБ013802,2024-08-01 15:41:13,1
25315,00005195,2024-08-01 15:41:13,3
25317,ЦБ019739,2024-08-01 15:41:13,4
25318,ЦБ011629,2024-08-01 15:41:13,1
25319,ЦБ003305,2024-08-01 15:41:13,5
25320,ЦБ017813,2024-08-01 15:41:13,2
25321,00006004,2024-08-01 15:41:13,1
25322,00004743,2024-08-01 15:41:13,42
25323,ЦБ018404,2024-09-20 15:07:18,5
25324,00006042,2024-08-01 15:44:08,1
25325,ЦБ013784,2024-08-01 15:44:08,2
25327,ЦБ004070,2024-08-29 15:24:44,1
25328,00005758,2024-08-01 15:52:46,6
25329,ЦБ007346,2024-08-01 15:52:46,2
25330,00003657,2024-08-01 15:52:46,3
25331,ЦБ022433,2024-08-29 15:24:44,2
25332,00005230,2024-09-12 11:42:16,1
25333,ЦБ020848,2024-09-12 11:42:49,10
25335,ЦБ022232,2024-08-02 15:59:10,2
25336,ЦБ003483,2024-08-02 15:59:47,1
25337,ЦБ022288,2024-08-02 15:59:47,1
25338,ЦБ018624,2024-08-02 15:59:47,10
25339,ЦБ008032,2024-08-02 16:00:01,4
25341,ЦБ011023,2024-08-02 16:01:22,2
25342,ЦБ010966,2024-08-02 16:01:22,3
25343,ЦБ011001,2024-08-02 16:01:22,10
25344,00004123,2024-08-02 16:01:51,2
25346,00005643,2024-08-02 16:02:41,1
25347,00005644,2024-08-02 16:02:41,1
25348,00005967,2024-08-02 16:02:41,1
25349,ЦБ016482,2024-08-02 16:02:41,2
25350,ЦБ004498,2024-08-02 16:02:41,1
25352,00004199,2024-08-02 16:02:41,1
25353,00003318,2024-08-02 16:02:41,1
25354,ЦБ009529,2024-08-02 16:02:41,1
25355,ЦБ021678,2024-08-29 15:26:02,3
25356,ЦБ018421,2024-08-29 15:26:02,1
25357,ЦБ015951,2024-08-29 15:26:02,10
25358,ЦБ019324,2024-08-29 15:26:02,4
25359,ЦБ017059,2024-08-05 11:03:36,1
25360,ЦБ002673,2024-08-29 15:26:02,1
25364,ЦБ011198,2024-08-29 17:49:53,1
25365,ЦБ008285,2024-08-30 10:54:32,1
25366,ЦБ016503,2024-09-12 12:54:54,10
25367,ЦБ016502,2024-09-12 12:54:54,10
25368,ЦБ016501,2024-09-12 12:54:54,10
25369,00003875,2024-09-30 14:25:19,8
25370,00006006,2024-09-30 14:25:42,1
25371,ЦБ020057,2024-09-30 14:26:05,3
25372,ЦБ015320,2024-09-30 14:28:50,1
25373,ЦБ018578,2024-09-30 14:28:50,1
25374,ЦБ018378,2024-09-30 14:28:50,2
25375,ЦБ010222,2024-09-30 14:28:50,3
25376,ЦБ013796,2024-10-02 16:37:09,2
25377,00006014,2024-10-02 16:37:09,1
25379,ЦБ018589,2024-08-05 12:49:03,2
25380,ЦБ019325,2024-08-05 12:49:03,1
25381,ЦБ012989,2024-08-05 12:50:40,2
25382,00006043,2024-08-05 12:50:40,1
25384,ЦБ022841,2024-08-05 12:50:40,1
25385,ЦБ018393,2024-08-05 12:50:40,2
25386,ЦБ012898,2024-08-05 12:50:40,1
25387,ЦБ014598,2024-08-05 12:50:40,3
25388,ЦБ012030,2024-08-05 12:50:40,1
25389,ЦБ019883,2024-08-05 12:50:40,2
25390,ЦБ014840,2024-08-05 12:50:40,2
25391,00006002,2024-09-20 16:36:33,2
25392,00003150,2024-09-20 16:36:33,2
25393,ЦБ020057,2024-09-20 16:36:33,1
25394,ЦБ012952,2024-08-05 12:50:40,4
25395,00006044,2024-08-05 12:50:40,1
25396,ЦБ008081,2024-08-05 12:50:40,1
25397,ЦБ008080,2024-08-05 12:50:40,2
25398,ЦБ017987,2024-08-05 12:50:40,3
25399,ЦБ011253,2024-08-05 12:50:40,4
25400,ЦБ007263,2024-08-05 12:50:40,1
25401,ЦБ002762,2024-08-05 12:50:40,10
25402,ЦБ010081,2024-08-05 12:50:40,3
25403,ЦБ020305,2024-08-05 12:50:40,6
25404,ЦБ010715,2024-08-05 12:50:40,2
25405,ЦБ009683,2024-08-05 12:50:40,8
25406,ЦБ020562,2024-08-05 12:50:40,2
25407,ЦБ023460,2024-08-05 12:50:40,6
25408,00006045,2024-08-05 12:50:40,5
25409,ЦБ018716,2024-09-20 16:36:33,2
25410,ЦБ022414,2024-09-26 15:45:06,1
25411,00006046,2024-08-05 14:47:59,1
25413,ЦБ019191,2024-09-26 15:50:47,5
25414,00003819,2024-09-26 15:50:47,2
25416,ЦБ004467,2024-09-30 14:26:34,1
25417,ЦБ020532,2024-09-30 14:29:25,1
25418,ЦБ022024,2024-09-30 14:29:25,2
25419,ЦБ018750,2024-09-30 14:29:25,2
25420,ЦБ005918,2024-08-30 12:02:22,1
25421,ЦБ002251,2024-08-30 12:02:22,1
25422,ЦБ009995,2024-08-30 12:02:22,6
25423,ЦБ005600,2024-08-30 12:02:54,4
25424,ЦБ017820,2024-08-05 16:33:11,4
25425,ЦБ017781,2024-08-05 16:33:11,1
25426,ЦБ003053,2024-08-05 16:33:11,2
25427,ЦБ003054,2024-08-05 16:33:11,2
25428,ЦБ005891,2024-08-05 16:33:11,2
25430,ЦБ023010,2024-08-05 16:33:47,2
25431,ЦБ002874,2024-08-05 16:33:47,3
25432,ЦБ013646,2024-08-05 16:33:47,2
25433,ЦБ011127,2024-08-05 16:33:47,6
25434,ЦБ016841,2024-08-05 16:34:06,1
25435,ЦБ018757,2024-08-05 16:34:28,2
25436,ЦБ011519,2024-08-05 16:34:54,2
25437,ЦБ019681,2024-08-05 16:34:54,2
25438,00006099,2024-08-30 12:02:54,4
25439,ЦБ005139,2024-08-05 16:34:54,2
25440,ЦБ017301,2024-08-05 16:34:54,1
25441,ЦБ002896,2024-08-05 16:34:54,1
25442,ЦБ012528,2024-08-29 16:56:28,1
25443,ЦБ011878,2024-08-29 16:56:28,3
25444,ЦБ022539,2024-08-30 12:02:54,2
25445,ЦБ018753,2024-08-30 12:02:54,10
25447,ЦБ014207,2024-08-06 14:26:32,2
25448,ЦБ023107,2024-08-06 14:26:32,1
25449,ЦБ008896,2024-08-06 14:26:32,4
25450,ЦБ005926,2024-08-06 14:26:32,2
25451,00004862,2024-08-06 14:26:32,2
25452,ЦБ002081,2024-08-06 14:26:32,2
25453,ЦБ019024,2024-08-06 14:26:32,1
25454,ЦБ010453,2024-08-06 14:26:32,4
25455,ЦБ011253,2024-08-06 14:26:32,1
25456,ЦБ022507,2024-08-06 14:26:32,2
25457,ЦБ021543,2024-08-06 14:27:14,3
25458,ЦБ016192,2024-08-06 14:27:14,1
25459,00004508,2024-08-06 15:01:58,2
25460,ЦБ018499,2024-08-06 15:01:58,2
25461,ЦБ020493,2024-08-06 15:01:58,2
25462,ЦБ017781,2024-08-06 15:03:40,1
25463,ЦБ017721,2024-08-06 15:03:40,1
25464,ЦБ013645,2024-08-06 16:06:44,2
25465,ЦБ004405,2024-08-06 16:57:55,4
25466,ЦБ003421,2024-08-30 12:03:58,4
25467,ЦБ005635,2024-08-30 12:03:58,2
25468,ЦБ005667,2024-08-30 12:03:58,2
25469,00006053,2024-08-30 12:03:58,2
25470,ЦБ019002,2024-08-30 12:03:58,2
25471,ЦБ005338,2024-08-30 12:03:58,3
25472,ЦБ012747,2024-08-30 12:03:58,14
25473,00004477,2024-08-30 12:03:58,2
